Datum;Argentinierstraﬂe;Donaukanal;Langobardenstraﬂe;Lassallestraﬂe;Liesingbach;Neubaug¸rtel ;Opernring Innen;Opernring Auﬂen;Opernring;Wienzeile;Margaritensteg ;Operngasse;Praterstern;Pfeilgasse;Esperanto Park;Hamburgerstraﬂe
20191117;1051;865;341;1006;302;886;1572;967;2539;603;484;1477;1543;469;;
20191118;2216;550;532;1416;281;1201;2220;1602;3822;672;502;3350;2292;1179;;
20191119;2620;736;621;1686;324;1559;2724;1860;4584;928;697;4226;2809;1454;;
20191120;1816;364;448;1070;180;1035;1627;1289;2916;548;411;2818;1964;1121;;
20191121;2008;453;478;1085;224;1165;2168;1658;3826;577;434;3298;2047;1125;;
20191122;2210;720;523;1423;290;1329;2261;1645;3906;781;590;3511;2220;1200;;
20191123;1078;482;241;657;191;778;1296;902;2198;429;449;1520;1056;641;;
20191124;1000;806;257;803;209;715;1370;765;2135;493;393;1357;1277;478;;
20191125;2310;603;476;1368;278;1235;2264;1546;3810;705;530;3641;2264;1293;;
20191126;2410;635;505;1618;280;1328;2404;1777;4181;766;581;4159;2500;1389;;
20191127;2302;529;473;1333;253;1239;2372;1609;3981;665;495;3570;2258;1303;;
20191128;2110;482;461;1226;231;1199;2185;1518;3703;638;373;3333;2113;1269;;
20191129;2106;590;421;1320;234;1233;2226;1486;3712;648;477;3264;2088;1194;;
20191130;1033;525;206;665;152;744;1328;799;2127;435;373;1579;1143;682;;
20191201;793;500;164;527;142;563;1067;767;1834;311;223;1120;919;373;;
20191202;1606;298;327;904;181;869;1533;1062;2595;430;321;2538;1600;959;;
20191203;1946;496;438;1214;208;1095;1973;1344;3317;571;382;3081;1975;1110;;
20191204;1999;486;455;1156;211;1183;2008;1453;3461;538;432;3024;2067;1145;;
20191205;1829;407;357;1027;201;1032;1808;1292;3100;500;382;2909;1750;1086;;
20191206;1519;347;367;848;162;860;1600;1102;2702;468;319;2410;1449;904;;
20191207;770;317;172;505;119;622;913;674;1587;290;266;1255;804;485;;
20191208;827;928;257;844;204;655;1257;661;1918;554;322;1229;1179;497;;
20191209;1779;437;406;1029;198;1001;1825;1238;3063;566;354;2894;1848;1080;;
20191210;2067;540;457;1265;231;1175;2279;1443;3722;644;466;3400;2144;1255;;
20191211;1972;521;429;1161;196;1164;1989;1429;3418;626;417;3103;1903;1223;;
20191212;1704;336;357;877;147;911;1523;1183;2706;493;341;2559;1578;1045;;
20191213;1398;291;275;806;132;880;1521;1089;2610;399;333;2262;1494;916;;
20191214;822;365;187;475;157;673;1098;670;1768;321;307;1294;829;600;;
20191215;818;630;163;613;136;613;1021;632;1653;342;242;1167;1075;448;;
20191216;2225;434;392;1141;221;1057;2001;1305;3306;554;379;3048;1941;1175;;
20191217;2395;480;432;1256;229;1107;2219;1428;3647;568;393;3303;2103;1189;;
20191218;2626;552;437;1428;269;1234;2373;1585;3958;666;472;3562;2380;1260;;
20191219;2569;509;380;1268;239;1140;2140;1481;3621;662;419;3254;2263;1172;;
20191220;2105;597;373;1119;215;1149;2126;1328;3454;629;459;3031;2027;1104;;
20191221;505;238;155;296;97;329;565;390;955;188;205;783;757;364;;
20191222;528;304;171;392;92;368;714;440;1154;230;144;787;748;315;;
20191223;482;117;133;261;63;289;498;358;856;151;122;741;1301;287;;
20191224;408;351;191;374;97;265;502;274;776;232;128;599;625;214;;
20191225;327;272;131;319;98;164;451;213;664;171;75;395;439;107;;
20191226;400;425;153;375;122;251;570;276;846;204;153;520;527;139;;
20191227;663;426;214;523;164;503;907;499;1406;356;196;1043;849;346;;
20191228;455;273;132;285;70;330;558;359;917;130;120;663;486;242;;
20191229;376;244;98;294;83;298;541;280;821;175;196;493;493;203;;
20191230;676;270;218;542;134;490;876;502;1378;286;202;1041;842;406;;
20191231;530;485;250;508;105;363;800;474;1274;262;157;839;805;298;;
20180101;286;290;115;320;67;242;538;304;842;157;177;474;556;150;;
20180102;716;405;229;738;114;554;888;645;1533;371;337;1252;1079;482;;
20180103;680;177;210;489;68;391;657;511;1168;197;234;1046;831;415;;
20180104;921;432;268;804;123;679;1165;737;1902;371;418;1703;1252;601;;
20180105;961;497;261;868;135;738;1276;761;2037;433;490;1615;1317;640;;
20180106;494;644;175;635;140;498;780;499;1279;329;346;983;904;265;;
20180107;511;493;145;544;112;447;792;462;1254;311;283;861;796;360;;
20180108;1226;312;263;774;106;675;1077;743;1820;389;378;1857;1309;768;;
20180109;1596;454;333;1046;151;950;1548;1106;2654;482;585;2556;1729;1002;;
20180110;1038;198;138;589;77;589;815;633;1448;267;325;1612;1074;645;;
20180111;1651;561;344;1130;172;1027;1785;1198;2983;501;630;2667;1817;1129;;
20180112;1339;428;297;916;131;900;1411;979;2390;450;516;2222;1432;914;;
20180113;427;136;104;265;40;548;613;425;1038;133;235;791;532;366;;
20180114;257;127;69;190;31;235;323;244;567;103;165;450;390;227;;
20180115;1339;368;304;799;117;710;1191;939;2130;327;415;2187;1353;774;;
20180116;1304;294;246;753;102;746;1068;834;1902;274;416;2072;1385;825;;
20180117;1460;331;287;860;116;775;1185;972;2157;342;480;2179;1483;888;;
20180118;1398;368;301;953;133;858;1346;1032;2378;366;526;2337;1542;925;;
20180119;1071;324;270;708;101;760;1001;787;1788;315;411;1693;1158;635;;
20180120;561;324;194;429;80;587;808;515;1323;229;367;960;739;400;;
20180121;394;216;80;310;53;343;490;343;833;131;182;666;504;262;;
20180122;1359;368;284;910;123;802;1275;890;2165;370;447;2130;1410;936;;
20180123;1409;329;229;898;121;805;1326;1012;2338;372;469;2245;1454;931;;
20180124;1502;379;314;912;130;865;1411;1014;2425;435;553;2370;1540;934;;
20180125;1550;466;309;1052;154;1000;1639;1188;2827;470;586;2580;1689;1024;;
20180126;1388;370;260;823;120;833;1019;785;1804;435;545;2045;1439;849;;
20180127;533;329;143;449;84;534;742;500;1242;204;353;939;840;464;;
20180128;532;645;130;530;125;494;780;512;1292;292;374;849;861;330;;
20180129;1676;690;435;1270;197;1148;1745;1141;2886;620;684;2734;1870;1104;;
20180130;1604;565;312;1076;164;1091;1742;1165;2907;517;634;2698;1823;1033;;
20180131;1719;699;348;1188;188;1146;1813;1203;3016;609;658;2708;1844;1099;;
20180201;1412;345;277;929;174;983;1349;1034;2383;425;512;2269;1458;907;;
20180202;1291;324;263;879;163;815;1642;956;2598;345;564;2188;1402;907;;
20180203;522;352;144;426;135;543;720;431;1151;225;335;952;736;379;;
20180204;516;479;121;519;165;449;684;432;1116;283;296;733;725;258;;
20180205;1176;329;234;842;165;767;1097;957;2054;346;449;1936;1236;725;;
20180206;1196;297;230;756;147;703;934;975;1909;296;432;1944;1199;671;;
20180207;664;159;149;402;79;380;428;512;940;179;205;952;726;388;;
20180208;798;140;189;465;67;518;628;732;1360;174;283;1310;835;524;;
20180209;926;263;219;612;135;601;764;738;1502;296;344;1453;980;538;;
20180210;392;192;96;302;74;381;505;365;870;140;218;682;545;322;;
20180211;479;535;125;529;181;433;681;392;1073;272;270;819;715;305;;
20180212;1291;366;296;816;184;736;1177;807;1984;387;391;1999;1273;781;;
20180213;1206;283;281;861;143;759;1089;871;1960;372;424;1980;1352;815;;
20180214;1444;344;290;865;171;876;1225;894;2119;414;444;2034;1407;821;;
20180215;1442;453;332;955;228;896;1340;973;2313;455;521;2234;1497;875;;
20180216;944;226;207;566;115;638;906;659;1565;269;385;1496;996;556;;
20180217;472;249;104;311;99;433;549;410;959;197;287;812;614;344;;
20180218;463;278;93;348;95;348;616;381;997;182;224;663;609;263;;
20180219;1403;502;310;954;247;855;1366;936;2302;405;507;2149;1512;893;;
20180220;668;160;146;379;79;367;533;436;969;145;195;1021;680;370;;
20180221;767;184;171;455;95;444;695;575;1270;178;253;1221;872;526;;
20180222;949;210;180;537;104;531;817;659;1476;228;314;1541;1030;604;;
20180223;887;186;209;468;98;545;742;578;1320;219;267;1251;890;509;;
20180224;424;223;118;281;85;407;549;327;876;139;212;699;485;300;;
20180225;287;124;77;196;45;215;343;227;570;94;150;447;367;184;;
20180226;887;154;158;431;78;426;610;502;1112;180;235;1243;839;517;;
20180227;813;173;173;411;90;395;585;484;1069;157;248;1139;779;451;;
20180228;837;140;141;385;70;408;609;481;1090;165;264;1111;765;457;;
20180301;840;182;176;421;91;405;630;521;1151;168;266;1162;731;506;;
20180302;584;121;135;343;63;319;442;326;768;134;215;859;594;367;;
20180303;299;95;83;219;27;258;367;246;613;144;148;523;407;222;;
20180304;330;246;92;343;93;302;467;276;743;142;154;578;524;241;;
20180305;1154;218;207;627;107;585;944;740;1684;271;391;1779;1066;679;;
20180306;834;203;159;489;99;459;684;591;1275;206;238;1315;864;498;;
20180307;1456;395;274;886;202;899;1428;1140;2568;430;564;2351;1446;930;;
20180308;1737;524;333;1190;268;1101;1703;1333;3036;577;709;2682;1797;1027;;
20180309;1634;533;366;1136;270;1066;1638;1312;2950;551;645;2630;1732;1025;;
20180310;1029;1281;312;1384;391;906;1693;1124;2817;708;703;1670;1720;760;;
20180311;1023;1776;399;1819;677;827;1791;1099;2890;875;743;1554;1984;606;;
20180312;1795;502;389;1198;247;1034;1688;1282;2970;557;616;2754;1869;1186;;
20180313;2211;1097;477;1774;558;1547;2569;1754;4323;873;1040;3685;2544;1433;;
20180314;1882;529;350;1293;267;1213;1803;1393;3196;593;677;2918;1956;1202;;
20180315;1880;602;358;1236;299;1141;1900;1482;3382;491;637;3002;1840;1150;;
20180316;931;242;153;542;125;628;849;675;1524;227;320;1523;936;616;;
20180317;436;157;107;257;50;348;526;363;889;148;200;766;520;328;;
20180318;333;111;83;258;39;296;414;287;701;106;154;484;446;246;;
20180319;1164;252;270;687;129;641;1026;794;1820;292;372;1910;1118;734;;
20180320;1264;274;241;649;138;572;992;746;1738;270;355;1845;1134;742;;
20180321;1363;375;270;921;189;841;1446;1136;2582;385;532;2399;1438;924;;
20180322;1790;615;332;1241;312;1037;1830;1351;3181;524;675;2835;1790;1081;;
20180323;1451;399;299;950;201;907;1427;1035;2462;424;515;2310;1511;903;;
20180324;828;927;281;961;281;847;1246;971;2217;622;616;1432;1310;599;;
20180325;630;776;197;772;294;585;904;710;1614;572;541;1025;1027;398;;
20180326;1376;694;364;1264;349;1032;1736;1406;3142;555;604;2350;1758;937;;
20180327;1254;449;294;998;228;818;1549;1113;2662;443;504;2032;1462;822;;
20180328;1517;551;312;1114;278;1005;1520;1334;2854;594;640;2354;1602;857;;
20180329;1336;473;293;1043;241;821;1435;1232;2667;471;560;2141;1518;801;;
20180330;1180;844;300;1157;422;871;1499;1035;2534;591;566;1848;1608;659;;
20180331;617;850;259;828;260;639;1129;760;1889;476;631;1134;1120;450;;
20180401;471;363;186;522;129;304;757;466;1223;367;367;733;776;277;;
20180402;833;1426;379;1489;425;718;1433;863;2296;914;739;1321;1570;390;;
20180403;2284;1719;594;2553;528;1663;2968;1885;4853;1232;1206;3778;3236;1382;;
20180404;2793;1642;641;2693;533;1937;3299;2235;5534;1367;1288;4421;3667;1661;;
20180405;2440;851;482;1959;347;1666;2729;1818;4547;893;972;3925;2809;1449;;
20180406;2476;1263;600;2313;443;1746;3160;1929;5089;1141;1204;3952;3204;1498;;
20180407;1523;2166;476;2264;547;1282;2930;1460;4390;1201;1019;2560;2642;912;;
20180408;1591;2422;626;2701;741;1246;3073;1445;4518;1388;1234;2465;2989;853;;
20180409;3360;1747;806;3222;614;2221;4323;2634;6957;1431;1616;5541;4338;1933;;
20180410;3390;1696;831;3138;595;2350;4032;2665;6697;1410;1660;5668;4145;1948;;
20180411;3500;1928;865;3425;657;2472;4738;2848;7586;1561;1733;5852;4413;2066;;
20180412;3360;1748;869;3227;613;2404;4428;2883;7311;1515;1750;5761;4255;1966;;
20180413;3081;1637;861;3005;571;2296;4622;2779;7401;1415;1721;5337;4094;1832;;
20180414;2109;2934;842;3679;816;1821;4774;2389;7163;1556;1799;4040;3874;1417;;
20180415;1975;2870;856;3368;909;1506;5251;2394;7645;1745;1678;3749;3612;1373;;
20180416;2415;707;511;1761;302;1641;2983;1910;4893;882;1028;4035;2768;1510;;
20180417;3453;1689;815;3181;601;2525;4614;2914;7528;1525;1650;6070;4395;2096;;
20180418;3857;2253;976;4195;794;2810;5431;3091;8522;1846;1953;6448;5408;2221;;
20180419;4019;2372;1053;4355;831;2838;5835;3292;9127;1888;2103;6778;5417;2301;;
20180420;3766;2310;1028;4624;856;2808;5363;3102;8465;1845;2073;6334;5549;2059;;
20180421;2174;3559;850;5487;1117;2058;4911;2412;7323;1795;1837;4140;5573;1274;;
20180422;2249;4195;991;5480;1413;1985;3635;2222;5857;1632;1944;3336;5021;1170;;
20180423;3342;1527;849;3380;608;2315;4370;2555;6925;1679;1697;5409;4383;1925;;
20180424;3695;1897;893;3480;660;2681;4788;2898;7686;1501;1781;6297;4640;2197;;
20180425;4300;2718;1105;4876;938;3046;5629;3577;9206;2132;2211;7199;5977;2481;;
20180426;1589;486;309;1113;198;1169;1835;1244;3079;489;619;2740;1915;1077;;
20180427;3305;1946;876;3436;661;2401;4489;2619;7108;1515;1766;5500;4262;1912;;
20180428;2011;3039;826;4159;895;1991;3843;2027;5870;1607;1750;3566;4089;1257;;
20180429;2048;4168;881;6811;1603;1727;4401;2275;6676;2132;1751;3518;5596;1014;;
20180430;3037;2290;927;3977;770;2277;4903;2936;7839;1723;1870;5172;4544;1638;;
20180501;2265;4489;1314;5715;1182;1952;4742;2503;7245;2045;1876;3821;5399;1302;;
20180502;3641;1750;839;3563;643;2643;4521;2883;7404;1590;1819;6113;4596;2156;;
20180503;4056;2302;943;4270;662;2806;5544;3330;8874;1836;2071;7165;5375;2355;;
20180504;3603;2073;821;3544;601;2685;4777;2658;7435;1691;1777;6055;4696;2041;;
20180505;2063;2831;968;3460;796;2055;4303;1679;5982;1462;1570;3711;3814;1267;;
20180506;2250;4304;1228;5425;1402;1955;4850;1724;6574;2255;1757;3594;5056;1126;;
20180507;4125;2474;949;4842;961;2928;5543;3089;8632;2054;2087;6744;5768;2222;;
20180508;3716;1775;795;3316;634;2505;4437;2580;7017;1557;1723;5975;4475;2072;;
20180509;3732;2025;877;3757;694;2736;5088;2939;8027;1602;1898;6346;4784;2208;;
20180510;2032;4234;1191;4770;1147;1817;3736;2011;5747;1851;1678;3431;4411;1118;;
20180511;2857;2143;771;3251;608;2255;4836;2632;7468;1467;1689;4964;4029;1676;;
20180512;2074;3061;1035;3997;768;1812;4131;2160;6291;1601;1693;3623;4207;1196;;
20180513;2105;3779;1104;5200;1101;1761;4075;2001;6076;1745;1570;3199;4825;1029;;
20180514;3650;1808;806;3789;666;2668;5005;3121;8126;1661;1726;6280;4785;2247;;
20180515;1243;322;195;719;110;713;1165;929;2094;355;408;1908;1173;818;;
20180516;2680;1297;623;2546;413;2028;3808;2380;6188;1125;1349;5052;3493;1870;;
20180517;2637;935;531;2187;368;1781;3219;2159;5378;949;1135;4529;3063;1778;;
20180518;2937;1606;688;2652;452;2038;3753;2345;6098;1147;1476;4718;3427;1788;;
20180519;1662;2458;843;2570;769;1686;3175;1676;4851;1347;1630;3104;2856;994;;
20180520;1892;4015;1216;4710;1085;1645;3837;1857;5694;1910;1725;3130;4015;960;;
20180521;1944;4043;1150;4847;1266;1661;3867;1830;5697;1952;1626;3304;4403;987;;
20180522;3594;2369;893;4044;744;2698;4562;3032;7594;1773;1949;6063;5084;2024;;
20180523;4013;2345;914;4225;825;2954;5230;3438;8668;2008;1994;6947;5266;2467;;
20180524;3411;1811;781;3061;543;2493;4346;2747;7093;1338;1678;5645;4083;2160;;
20180525;1925;902;437;1679;233;1296;2739;1635;4374;574;938;3140;2452;1204;;
20180526;2344;3535;1106;4830;939;2160;4530;2467;6997;1680;1805;4035;4778;1388;;
20180527;2210;4704;1219;7384;1162;1762;4454;2273;6727;1844;1725;3629;6299;1105;;
20180528;4110;2319;912;4592;838;2958;5408;3369;8777;1952;1946;6768;5665;2377;;
20180529;4004;2488;921;4574;846;2943;5357;3303;8660;1855;1988;7063;5528;2450;;
20180530;3790;2145;944;4119;808;2874;5185;3223;8408;1876;2044;6507;5069;2344;;
20180531;2283;4633;1322;7548;1162;1986;4243;2231;6474;2076;1877;3772;6236;1133;;
20180601;2831;1954;689;3250;609;2224;4593;2340;6933;1381;1671;4960;3924;1404;;
20180602;2019;2806;899;3581;665;1563;3966;1830;5796;1420;1447;3557;3620;1098;;
20180603;2153;3933;1026;5715;1134;1641;4100;1971;6071;1587;1560;3288;5194;953;;
20180604;3950;2373;989;4754;888;2953;5411;3207;8618;1974;2217;6616;5634;2319;;
20180605;4256;2668;1035;5161;891;3071;6034;3570;9604;2067;2305;7225;5970;2497;;
20180606;3601;1737;826;3574;686;2738;4525;3026;7551;1643;2062;6106;4651;2331;;
20180607;3558;1843;740;3623;593;2556;4775;3027;7802;1479;1921;6063;4586;2173;;
20180608;3655;2532;905;4400;710;2712;5171;3029;8200;1803;2044;5936;5105;2152;;
20180609;2262;2884;964;3931;671;2126;3892;2282;6174;1522;1964;3654;3996;1270;;
20180610;2035;3606;1025;5465;970;1742;3828;1999;5827;1585;1654;3121;4910;1069;;
20180611;4040;2619;1001;5721;952;2888;5469;3383;8852;2004;2170;6804;6271;2257;;
20180612;3465;1789;669;3447;593;2330;4013;2763;6776;1338;1750;5379;4300;2029;;
20180613;2876;1246;589;2517;473;2229;3670;2326;5996;1165;1674;5002;3300;1889;;
20180614;3064;1611;641;2766;466;2307;3981;2581;6562;1283;1732;5248;3782;1963;;
20180615;3324;2054;788;3237;583;2330;4324;2829;7153;1580;1757;5400;4193;1999;;
20180616;1990;2785;859;3257;700;1800;3406;1959;5365;1358;1657;3541;3424;1249;;
20180617;1957;4134;1069;5676;1016;1744;3802;2032;5834;1659;1660;3120;4918;1085;;
20180618;3815;2267;888;4230;778;2826;5093;3236;8329;1765;2129;6418;5285;2213;;
20180619;4533;2757;1026;5433;856;3101;5739;3243;8982;2046;2329;7302;6189;2527;;
20180620;4307;2870;1092;6193;883;3113;5806;3552;9358;2176;2341;7261;6692;2391;;
20180621;3884;2788;933;6292;778;2842;5446;3361;8807;1865;2139;6589;6474;2328;;
20180622;2717;1536;559;2612;397;1963;3410;2120;5530;1109;1476;4541;3491;1614;;
20180623;1487;1859;513;2044;439;1455;2297;1328;3625;813;1346;2488;2365;972;;
20180624;1396;2183;623;2137;545;1204;2325;1281;3606;961;1148;2278;2577;717;;
20180625;2974;1506;657;3056;511;2037;3806;2074;5880;1310;1535;5088;3720;1817;;
20180626;3055;1824;679;2963;555;2094;3662;2311;5973;1365;1571;5103;3604;1787;;
20180627;2801;1399;577;2642;476;1960;3187;2101;5288;1158;1475;4390;3207;1680;;
20180628;1519;834;262;1469;180;1124;2083;1331;3414;522;843;2766;1779;1055;;
20180629;2535;1472;457;2675;424;1856;3331;1995;5326;912;1405;4136;3256;1477;;
20180630;1736;2339;789;2636;628;1839;3510;1804;5314;1245;1564;3049;3051;1020;;
20180701;1701;3519;694;3515;955;1559;3016;1564;4580;1613;1359;2653;3426;827;;
20180702;3429;2549;1079;4548;829;2732;4635;2980;7615;1973;2065;5687;5175;1942;;
20180703;3779;2871;1137;5615;854;3010;5191;3188;8379;2257;2275;6422;5992;2121;;
20180704;3713;2877;1211;5777;883;2852;5371;3168;8539;2050;2150;6268;6128;2102;;
20180705;3413;2835;970;5770;762;2740;5093;2926;8019;1941;2074;5797;5943;1939;;
20180706;2164;1235;621;2212;388;1661;2861;1746;4607;998;1254;3525;2911;1144;;
20180707;1643;2924;624;4111;651;1549;3076;1598;4674;1393;1375;2590;3686;827;;
20180708;1480;2771;687;2973;731;1395;2794;1347;4141;1380;1222;2324;2853;643;;
20180709;3252;2515;990;4863;831;2396;4622;2742;7364;1996;1810;5318;5349;1658;;
20180710;2532;1505;756;2822;529;1761;2783;1952;4735;1270;1329;4128;3378;1431;;
20180711;2517;1324;681;2494;432;1949;3297;2116;5413;1149;1471;4145;3384;1455;;
20180712;3291;3004;978;4549;784;2504;4651;2802;7453;1944;1890;5400;5040;1699;;
20180713;2766;2377;875;4125;661;2101;4055;2299;6354;1642;1589;4354;4497;1440;;
20180714;1587;2651;766;4738;600;1551;3269;1639;4908;1215;1378;2813;4097;822;;
20180715;1690;3278;879;5935;731;1545;3438;1745;5183;1430;1350;2773;4906;799;;
20180716;3099;2236;969;3959;732;2178;4023;2518;6541;1665;1646;4841;4481;1578;;
20180717;3016;2044;792;3528;659;2223;3903;2421;6324;1549;1453;4875;4240;1543;;
20180718;2821;1821;711;3135;520;2076;3791;2392;6183;1573;1398;4630;3890;1561;;
20180719;3179;2594;923;4520;822;2374;4580;2661;7241;1767;1702;5280;4991;1602;;
20180720;2915;2979;1095;5588;752;2131;4465;2613;7078;1648;1547;4685;5636;1386;;
20180721;1229;2317;559;2638;468;1234;2366;1240;3606;1012;927;1998;2548;623;;
20180722;1071;1544;414;1764;380;911;1993;879;2872;712;686;1634;1855;452;;
20180723;1831;1471;514;2285;382;1347;2539;1417;3956;958;904;2791;2624;942;;
20180724;3540;3168;1222;5885;925;2499;4903;2973;7876;2091;1763;5602;5974;1827;;
20180725;3479;2695;1040;5347;791;2380;4686;2748;7434;1902;1648;5243;5511;1708;;
20180726;2966;2275;909;3857;548;2053;3910;2419;6329;1513;1441;4878;4351;1599;;
20180727;2909;2595;870;4853;685;2099;4326;2501;6827;1600;1591;4785;4694;1547;;
20180728;1741;2897;737;5719;536;1334;3220;1945;5165;1189;1226;2848;4649;806;;
20180729;1728;3375;813;6402;631;1268;3408;1889;5297;1305;1236;2805;5060;721;;
20180730;3182;2619;1088;5747;772;2209;4413;2576;6989;1749;1559;5017;5666;1603;;
20180731;3446;2997;1054;6640;714;2333;4673;2923;7596;1894;1703;5127;6442;1759;;
20180801;3224;2670;1099;6321;629;2322;4554;3056;7610;1736;1579;5025;6124;1668;;
20180802;3045;2105;914;4552;580;2043;3788;2446;6234;1449;1385;4593;4749;1510;;
20180803;2838;2501;1000;5681;621;1923;4060;2509;6569;1427;1344;4254;5381;1391;;
20180804;1520;2743;726;5590;506;1239;3100;1644;4744;1110;1086;2502;4325;729;;
20180805;1530;2896;741;4792;573;1214;2859;1447;4306;1057;940;2095;4014;701;;
20180806;3226;2363;1050;5322;664;2239;4399;2757;7156;1757;1441;4729;5492;1528;;
20180807;3270;2378;1002;4729;630;2195;4100;2748;6848;1671;1531;4795;5176;1609;;
20180808;3216;2645;1026;5969;692;2101;4494;2860;7354;1745;1555;4964;5795;1624;;
