Datum;Argentinierstraﬂe;Donaukanal;Langobardenstraﬂe;Lassallestraﬂe;Liesingbach;Neubaug¸rtel ;Opernring Innen;Opernring Auﬂen;Opernring;Wienzeile;Margaritensteg ;Operngasse;Praterstern;Pfeilgasse;Esperanto Park;Hamburgerstraﬂe
20160522;2230;4124;965;6342;1218;1790;4754;2175;6929;2152;1792;6412;5372;;;
20160523;3454;2037;805;3695;884;2636;5281;2901;8182;2033;1817;8121;4574;;;
20160524;1393;500;189;859;151;1071;1749;1135;2884;526;642;2979;1893;;;
20160525;2671;1439;574;2362;464;2012;4041;2278;6319;1361;1308;6271;3173;;;
20160526;1853;4128;854;4618;1465;2090;4244;1879;6123;2719;1977;5580;4141;;;
20160527;2355;2124;650;3221;1024;2115;4756;2571;7327;1673;1576;6756;3792;;;
20160528;1827;2937;713;4735;1503;1643;4273;2009;6282;1611;1511;5659;4233;;;
20160529;1858;3671;883;5700;1820;1461;4150;1799;5949;1702;1562;5458;4784;;;
20160530;3177;1602;779;3011;953;2387;4543;2700;7243;1883;1632;7275;4107;;;
20160531;2920;1590;651;2700;857;2297;4369;2606;6975;1536;1601;6917;3695;;;
20160601;2906;1529;650;2550;538;2320;4228;2432;6660;1398;1445;6007;3494;;;
20160602;2922;1676;632;2544;595;2340;4395;2580;6975;1491;1572;6213;3743;;;
20160603;2701;1721;551;2565;619;2151;4551;2405;6956;1386;1427;6062;3593;;;
20160604;1877;2755;614;3341;985;1920;4178;1911;6089;1510;1507;5002;3617;;;
20160605;1609;3088;569;3369;1105;1308;3448;1558;5006;1496;1298;4152;3239;;;
20160606;3599;2353;917;4245;846;2900;5915;3090;9005;2233;1948;7909;5202;;;
20160607;4024;2846;974;5030;1019;3292;6634;3538;10172;2479;2356;8914;5963;;;
20160608;4000;2713;1076;5143;972;3150;6567;3686;10253;2440;2292;8948;5983;;;
20160609;3298;1649;723;3170;591;2534;5117;2915;8032;1672;1697;7111;4179;;;
20160610;3050;2060;678;3509;731;2538;5623;2963;8586;1787;1831;7305;4427;;;
20160611;1514;2429;612;2586;867;1850;3352;1770;5122;1199;1300;4165;2878;;;
20160612;1028;1190;487;1845;416;941;2447;995;3442;845;708;2803;2048;;;
20160613;2935;1577;696;2746;563;2533;4723;2700;7423;1770;1676;6507;3835;;;
20160614;3537;2112;824;3442;757;2897;6030;3251;9281;1957;1849;8052;4755;;;
20160615;1808;878;435;1592;312;1501;2876;1576;4452;848;946;3931;2440;;;
20160616;3623;2399;789;3894;846;2817;5747;3262;9009;2110;1939;7932;4781;;;
20160617;2773;1623;549;2532;576;2311;4264;2429;6693;1505;1441;5943;3564;;;
20160618;1823;2657;674;3599;943;1711;4102;2048;6150;1453;1476;4999;3839;;;
20160619;1718;2882;623;4010;1034;1481;3578;1628;5206;1585;1370;4338;3669;;;
20160620;1167;432;284;935;151;946;1513;1031;2544;431;471;2330;2091;;;
20160621;3751;2560;885;4423;917;2990;6114;3080;9194;2165;1996;8121;5433;;;
20160622;3636;2460;1009;4562;885;2974;6154;3464;9618;2150;2070;8321;5396;;;
20160623;3756;2743;890;6148;975;2860;6039;3364;9403;2037;2124;8263;6244;;;
20160624;3157;2564;869;5920;906;2472;5455;3000;8455;1788;1755;7292;5903;;;
20160625;1533;2673;561;5273;951;1528;3574;1851;5425;1199;1344;4365;4403;;;
20160626;1618;2586;555;3385;922;1251;3235;1439;4674;1323;1150;3949;3142;;;
20160627;1901;812;425;1812;289;1556;2840;1637;4477;925;856;4002;2417;;;
20160628;3751;2785;906;4590;998;2939;6097;3176;9273;2384;1961;8180;5470;;;
20160629;3671;2852;976;5685;1028;3022;6043;3269;9312;2226;2088;8150;6059;;;
20160630;3157;2157;832;4076;764;2451;4805;2758;7563;1807;1712;6731;4852;;;
20160701;2847;2197;774;4743;815;2537;4910;2657;7567;1597;1683;5759;5114;;;
20160702;1376;2580;555;4827;953;1576;2949;1466;4415;1259;1171;3198;4047;;;
20160703;1078;1610;362;2172;592;1057;2510;1069;3579;1119;960;2571;2337;;;
20160704;3204;2429;891;4804;904;2869;5163;2846;8009;2477;1897;6194;5365;;;
20160705;3374;2759;911;6107;1021;3045;5772;3148;8920;2687;2041;6796;6157;;;
20160706;3283;2213;766;3938;824;2858;5564;3113;8677;2456;1863;6608;4935;;;
20160707;3168;2494;855;4376;930;2780;5786;2983;8769;2706;1976;6598;5186;;;
20160708;2663;2412;824;5026;896;2507;5080;2670;7750;2200;1615;5757;5114;;;
20160709;1480;2483;464;3402;923;1585;3501;1674;5175;1251;1218;3680;3210;;;
20160710;1555;3498;710;6817;1293;1347;3484;1719;5203;1571;1265;3733;5188;;;
20160711;2603;1912;796;4886;711;2230;4279;2407;6686;2164;1533;5133;4873;;;
20160712;1783;1248;418;1987;462;1454;2688;1615;4303;1225;989;3363;2749;;;
20160713;1806;1021;409;1523;378;1445;2532;1571;4103;1092;919;3266;2160;;;
20160714;1821;784;259;1424;290;1473;2949;1504;4453;1103;969;3468;2128;;;
20160715;2300;1558;561;2527;580;1866;3946;1911;5857;1575;1358;4512;3114;;;
20160716;785;934;211;934;345;965;1749;867;2616;787;690;1879;1268;;;
20160717;1233;2491;516;2608;648;1113;2894;1313;4207;1277;1145;3006;2645;;;
20160718;2925;2211;781;3892;790;2308;4846;2459;7305;2308;1627;5653;4455;;;
20160719;3261;2717;906;5072;847;2569;5411;2852;8263;2551;1906;6366;5383;;;
20160720;3359;2825;931;5581;850;2550;5730;2918;8648;2508;1909;6633;5666;;;
20160721;3138;2548;868;5483;737;2618;5366;2808;8174;2279;1847;6248;5405;;;
20160722;2574;2273;739;4012;645;2050;4570;2582;7152;2023;1631;5373;4350;;;
20160723;1715;2763;621;4489;618;1495;3383;1737;5120;1304;1307;3776;3822;;;
20160724;1612;3035;676;5097;1007;1377;3593;1585;5178;1598;1285;3758;4249;;;
20160725;2866;2077;847;4467;728;2219;4866;2591;7457;2234;1661;5704;4828;;;
20160726;3115;2627;867;5137;806;2526;5311;2880;8191;2280;1949;5388;5356;;;
20160727;3064;2313;816;4411;741;2502;5244;2875;8119;2188;1755;5196;4804;;;
20160728;2852;2214;727;3825;647;2240;4982;2796;7778;1996;1709;5169;4257;;;
20160729;2852;2470;778;4732;717;2121;4921;2647;7568;2002;1702;5757;4761;;;
20160730;1846;2724;646;5559;624;1285;3776;1932;5708;1351;1353;4174;4700;;;
20160731;1335;2882;625;4641;563;962;2816;1475;4291;1250;1016;3114;3718;;;
20160801;2656;1591;672;3243;569;1989;4277;2290;6567;1772;1458;4718;3746;;;
20160802;3227;2709;882;4801;841;2467;5458;3011;8469;2350;1881;5988;5194;;;
20160803;3116;2437;805;4671;724;2476;5315;2903;8218;2334;1855;5803;4927;;;
20160804;3176;2659;837;5598;800;2427;5088;3011;8099;2234;1801;5782;5608;;;
20160805;2086;1565;564;2488;453;1637;3164;1849;5013;1354;1019;3638;2951;;;
20160806;1481;2206;489;2759;519;1342;3734;1474;5208;1258;1161;3433;2930;;;
20160807;1834;3483;768;5325;1096;1324;4729;1756;6485;1948;1579;4269;4458;;;
20160808;2949;2533;868;6107;855;2191;5027;2721;7748;2471;1796;5484;5762;;;
20160809;2076;1707;551;2899;486;1613;3331;1897;5228;1580;1178;3733;3217;;;
20160810;1044;473;169;733;143;813;1510;899;2409;588;485;1769;1219;;;
20160811;2411;1878;555;2747;491;1996;4145;2105;6250;1733;1351;4435;3410;;;
20160812;1929;1577;491;2244;450;1583;3479;1780;5259;1418;1096;3684;2827;;;
20160813;1293;1777;445;2251;555;1299;3169;1319;4488;1168;1100;2966;2271;;;
20160814;1537;3389;720;5531;864;1079;3623;1565;5188;1539;1319;3450;4135;;;
20160815;1627;3139;752;4370;980;1367;3590;1623;5213;1651;1362;3514;3862;;;
20160816;2688;2098;733;3537;794;2171;4465;2331;6796;2179;1637;4855;4321;;;
20160817;2763;2295;742;3688;750;2288;4904;2581;7485;2045;1551;5256;4337;;;
20160818;2884;2590;743;4414;860;2353;5165;2670;7835;2221;1716;5489;4845;;;
20160819;2464;2190;717;3373;659;2025;4781;2336;7117;1953;1487;4911;4089;;;
20160820;1642;3041;717;4853;878;1506;3709;1796;5505;1698;1348;3665;4188;;;
20160821;641;760;238;1087;229;636;1455;680;2135;585;520;1424;1523;;;
20160822;2341;1416;533;2467;473;1927;3641;1912;5553;1657;1279;4041;3246;;;
20160823;3080;2495;884;4487;858;2540;5118;2676;7794;2402;1896;5570;4975;;;
20160824;3190;2676;907;5054;926;2648;5397;2806;8203;2482;1845;5835;5311;;;
20160825;3152;2639;942;4952;844;2347;5284;2664;7948;2401;1797;5682;5448;;;
20160826;2695;2663;845;4883;795;2046;4927;2485;7412;2019;1582;5180;4959;;;
20160827;1727;2823;802;5480;747;1572;3764;1788;5552;1362;1311;3728;4655;;;
20160828;1571;3493;761;6749;793;1312;3632;1723;5355;1624;1383;3548;5223;;;
20160829;2420;1490;693;2801;594;1987;3766;2168;5934;1823;1373;4278;3636;;;
20160830;3133;2372;799;4389;788;2447;5310;2815;8125;2370;1891;5763;5123;;;
20160831;3230;2638;936;4921;909;2625;5465;2804;8269;2446;1922;5885;5509;;;
20160901;3234;2532;855;4835;896;2656;5388;2951;8339;2417;1843;7845;5356;;;
20160902;2555;1889;725;3328;655;2284;4277;2291;6568;1892;1492;5973;4005;;;
20160903;1752;2743;663;4102;818;1568;3906;1782;5688;1518;1490;5913;4188;;;
20160904;1709;3698;762;6015;894;1357;3683;1703;5386;1570;1357;5806;5285;;;
20160905;1681;489;384;1188;166;1241;2269;1295;3564;570;775;3229;2192;;;
20160906;1092;449;202;841;168;961;1521;884;2405;445;532;2109;1410;;;
20160907;3325;2344;803;3642;780;2482;5160;2648;7808;1720;1782;7172;4807;;;
20160908;3455;2429;802;4402;785;2622;5296;2894;8190;1839;1830;7616;5154;;;
20160909;3033;2411;832;4438;799;2547;5227;2801;8028;1803;1922;7769;5209;;;
20160910;1992;2670;625;4499;713;1755;3921;1814;5735;1419;1581;6217;4361;;;
20160911;1851;3797;906;6110;1032;1540;3956;1840;5796;1533;1616;6049;5304;;;
20160912;3429;2262;943;6664;790;2562;5107;2778;7885;1739;1797;7769;5342;;;
20160913;3699;2472;893;7031;813;2755;5609;3002;8611;1866;2002;8474;5771;;;
20160914;3649;2547;875;7184;892;2942;5719;3084;8803;1823;1944;8402;5775;;;
20160915;3441;2423;880;6918;854;2705;5543;3087;8630;1928;1916;8212;5633;;;
20160916;3135;2501;806;6208;814;2503;5144;2749;7893;1711;1803;7464;5050;;;
20160917;1163;849;283;2111;242;1172;2146;1338;3484;848;915;2666;1650;;;
20160918;1322;2248;486;3184;641;1175;2777;1555;4332;1022;1073;3182;2571;;;
20160919;2734;1101;659;4563;515;2049;3756;2146;5902;1243;1302;5185;3475;;;
20160920;3111;1544;562;5152;554;2228;4378;2432;6810;1202;1319;5600;3839;;;
20160921;3025;1481;609;4636;577;2280;4328;2266;6594;1254;1323;5312;3566;;;
20160922;3074;1743;665;5089;613;2308;4432;2404;6836;1318;1458;5825;3903;;;
20160923;2800;1764;691;4901;682;2202;4484;2392;6876;1404;1522;5694;3720;;;
20160924;1736;2172;610;3516;714;1588;3608;1595;5203;1095;1225;4174;2786;;;
20160925;1750;3159;697;4118;1054;1328;4025;1612;5637;1284;1401;4223;3425;;;
20160926;3128;1480;746;5027;627;2214;4675;2363;7038;1410;1470;5825;3893;;;
20160927;3333;1931;722;5528;655;2408;4481;2940;7421;1597;1665;6379;4211;;;
20160928;3311;1941;771;5665;612;2456;4905;2569;7474;1460;1564;6338;4274;;;
20160929;3249;2068;758;5777;688;2524;5397;2691;8088;1638;1745;6896;4593;;;
20160930;3126;2373;831;5803;781;2514;5274;2698;7972;1696;1811;6974;4598;;;
20161001;1658;2782;523;2682;800;1666;3811;1837;5648;1333;1399;3205;3343;;;
20161002;903;954;230;1245;269;815;1737;897;2634;627;630;1529;1431;;;
20161003;2402;687;393;2012;340;1527;3059;1707;4766;803;834;3859;2304;;;
20161004;928;237;124;807;76;628;1055;694;1749;338;349;1436;917;;;
20161005;1984;615;321;1826;239;1337;2467;1406;3873;715;744;3469;2075;;;
20161006;1337;286;163;1110;81;829;1524;976;2500;438;450;2115;1255;;;
20161007;1976;983;414;1875;284;1414;2735;1558;4293;820;856;3256;2201;;;
20161008;875;917;370;1122;256;966;1650;851;2501;583;595;1649;1316;;;
20161009;894;1052;452;1333;313;786;1744;846;2590;580;599;1481;1552;;;
20161010;2288;679;465;1962;321;1573;2864;1637;4501;825;845;3833;2318;;;
20161011;1763;482;290;1639;199;1217;2305;1378;3683;655;671;3094;1851;;;
20161012;1660;401;293;1451;129;1082;2023;1183;3206;612;629;2737;1634;;;
20161013;2180;737;330;1961;272;1495;2851;1703;4554;832;848;3629;2286;;;
20161014;2082;825;327;1926;283;1594;2787;1601;4388;919;950;3570;2222;;;
20161015;1083;1344;270;1530;307;1193;2187;1094;3281;747;779;1921;1812;;;
20161016;1186;1993;356;1597;544;1093;2323;1098;3421;872;909;1837;1957;;;
20161017;2362;722;397;2062;376;1596;2905;1718;4623;827;854;3883;2352;;;
20161018;1346;344;221;1221;150;876;1559;980;2539;482;497;2163;1368;;;
20161019;1546;422;260;1466;175;990;1794;1172;2966;548;569;2561;1675;;;
20161020;1114;285;106;959;85;782;1364;835;2199;446;454;1926;1019;;;
20161021;1834;684;317;1833;245;1350;2730;1576;4306;766;810;3119;2064;;;
20161022;1191;1357;312;1547;331;1041;2414;1234;3648;817;857;2044;1783;;;
20161023;911;884;222;1032;195;717;1682;932;2614;520;423;1451;1199;;;
20161024;2160;697;364;1975;321;1469;2920;1710;4630;880;878;3776;2225;;;
20161025;2126;683;351;1864;261;1396;2971;1722;4693;817;881;3636;2127;;;
20161026;995;1041;216;1358;278;902;2030;1049;3079;628;673;1847;1566;;;
20161027;2047;753;396;1963;272;1474;2987;1704;4691;787;885;3536;2274;;;
20161028;1858;978;326;1974;371;1462;3059;1644;4703;784;952;3457;2291;;;
20161029;683;382;148;947;109;669;1369;722;2091;297;429;1299;1050;;;
20161030;704;834;202;1004;240;638;1601;782;2383;432;402;1098;1088;;;
20161031;1670;838;362;1719;342;1258;2628;1379;4007;658;810;2694;2049;;;
20161101;877;1458;329;1308;439;841;1856;810;2666;852;655;1449;1629;;;
20161102;1315;342;225;1143;136;812;1535;1027;2562;425;496;2099;1392;;;
20161103;1739;465;211;1474;206;1115;2242;1299;3541;490;705;2894;1722;;;
20161104;1759;520;277;1519;238;1129;2238;1333;3571;587;671;3019;1769;;;
20161105;719;663;153;903;161;763;1148;711;1859;433;470;1269;1001;;;
20161106;320;122;69;347;36;311;397;245;642;111;111;521;396;;;
20161107;1867;549;268;1711;204;1307;2314;1326;3640;631;721;3221;2011;;;
20161108;1961;586;275;1684;219;1228;2410;1402;3812;649;750;3341;1956;;;
20161109;2015;629;316;1779;273;1326;2542;1548;4090;662;781;3319;2113;;;
20161110;1681;424;219;1300;190;1077;2004;1171;3175;465;591;2860;1530;;;
20161111;1582;434;213;1330;185;1103;1911;1132;3043;543;576;2552;1597;;;
20161112;397;131;75;504;46;393;616;382;998;147;203;816;571;;;
20161113;616;597;142;712;127;521;874;530;1404;361;314;903;881;;;
20161114;1692;476;290;1467;231;1085;1923;1244;3167;561;568;2907;1772;;;
20161115;1639;499;245;1430;214;1079;1933;1227;3160;510;624;2803;1686;;;
20161116;1013;177;141;802;99;594;1003;673;1676;257;308;1627;924;;;
20161117;1414;330;198;1135;147;967;1616;1046;2662;449;532;2436;1350;;;
20161118;1543;546;236;1455;210;1048;1901;1115;3016;498;563;2588;1635;;;
20161119;711;312;123;721;118;575;1031;629;1660;264;412;1213;841;;;
20161120;791;1139;180;940;251;699;1451;673;2124;575;535;1358;1165;;;
20161121;2116;722;329;1809;315;1443;2518;1450;3968;851;839;3640;2114;;;
20161122;2355;945;363;2218;346;1551;2858;1697;4555;957;968;3956;2625;;;
20161123;2181;632;360;1842;328;1374;2438;1524;3962;783;771;3664;2125;;;
20161124;1916;476;295;1540;224;1228;2222;1343;3565;611;677;3304;1809;;;
20161125;1318;297;229;1230;162;948;1683;936;2619;460;503;2350;1389;;;
20161126;908;624;185;940;134;779;1438;817;2255;414;494;1620;1103;;;
20161127;651;662;137;715;104;532;1026;577;1603;357;271;1123;837;;;
20161128;1802;450;260;1387;224;1109;1844;1170;3014;532;566;2795;1676;;;
20161129;1828;449;248;1363;208;1114;1840;1179;3019;530;600;2844;1687;;;
20161130;1773;396;244;1398;170;1143;1755;1189;2944;440;563;2873;1644;;;
20161201;1107;194;141;650;62;635;1135;728;1863;305;353;1824;921;;;
20161202;977;225;135;646;93;657;1073;740;1813;274;314;1782;922;;;
20161203;709;452;145;575;124;638;982;590;1572;252;371;1296;790;;;
20161204;574;342;97;487;78;456;788;451;1239;300;249;910;643;;;
20161205;1545;366;221;981;173;916;1529;1003;2532;447;493;2610;1392;;;
20161206;1609;419;221;996;172;955;1686;1103;2789;451;512;2821;1415;;;
20161207;1662;396;212;992;176;957;1653;1209;2862;440;503;2801;1409;;;
20161208;534;293;78;434;69;503;792;527;1319;299;269;1051;577;;;
20161209;1143;432;179;858;167;821;1457;929;2386;438;500;2111;1223;;;
20161210;779;871;161;738;188;672;1251;756;2007;354;532;1460;1007;;;
20161211;555;540;114;504;132;473;822;499;1321;286;276;1008;668;;;
20161212;1378;274;200;875;141;798;1318;914;2232;349;423;2304;1237;;;
20161213;1573;402;241;1095;169;941;1862;1150;3012;476;534;2771;1554;;;
20161214;1498;289;186;910;122;894;1573;989;2562;413;467;2514;1288;;;
20161215;1559;377;219;1073;186;955;1881;1099;2980;445;523;2780;1524;;;
20161216;1434;333;196;1032;161;956;1640;1078;2718;508;558;2488;1466;;;
20161217;655;253;104;453;92;602;910;539;1449;248;344;1199;619;;;
20161218;424;267;90;400;66;368;610;350;960;303;224;733;529;;;
20161219;1249;281;188;776;103;761;1304;835;2139;375;411;2122;1103;;;
20161220;961;260;173;742;102;619;961;660;1621;265;314;1640;1056;;;
20161221;880;187;130;615;110;571;867;616;1483;315;326;1501;869;;;
20161222;863;203;124;625;96;582;983;651;1634;323;344;1593;885;;;
20161223;711;201;127;542;98;550;804;521;1325;239;272;1211;766;;;
20161224;189;158;88;215;64;179;249;119;368;86;118;380;291;;;
20161225;96;76;66;171;28;93;163;87;250;92;78;194;223;;;
20161226;236;504;143;389;114;196;465;212;677;203;183;460;519;;;
20161227;446;211;109;345;79;297;493;373;866;121;163;754;491;;;
20161228;470;167;116;425;59;350;607;386;993;193;216;852;600;;;
20161229;606;329;152;479;133;449;840;524;1364;233;270;1019;681;;;
20161230;620;287;139;420;110;430;800;476;1276;244;306;991;599;;;
20161231;342;253;76;324;72;276;516;284;800;128;191;563;446;;;
20150101;77;75;55;115;9;74;203;94;297;80;73;697;253;;;
20150102;268;200;113;420;44;290;444;271;715;154;111;692;523;;;
20150103;241;263;97;269;80;310;416;201;617;137;151;541;328;;;
20150104;149;130;38;217;28;155;270;138;408;92;84;350;298;;;
20150105;257;109;66;280;16;213;356;213;569;85;129;536;407;;;
20150106;212;341;107;412;30;206;450;190;640;159;132;495;508;;;
20150107;671;206;133;566;79;497;823;458;1281;212;227;1318;887;;;
20150108;627;166;105;469;37;467;697;441;1138;182;173;1209;717;;;
20150109;812;283;147;639;60;623;1084;598;1682;270;252;1557;1000;;;
20150110;388;293;70;287;44;445;624;339;963;169;237;751;435;;;
20150111;296;144;61;196;24;270;536;272;808;109;120;541;336;;;
20150112;1125;337;193;837;120;872;1334;854;2188;407;374;2132;1217;;;
20150113;1375;607;229;1245;191;1149;1885;1067;2952;599;476;2676;1682;;;
20150114;1244;340;200;931;141;937;1498;915;2413;438;425;2361;1410;;;
20150115;1326;440;217;1020;162;1088;1771;1016;2787;469;538;2574;1519;;;
20150116;1118;419;230;969;124;929;1637;943;2580;465;433;2297;1375;;;
20150117;439;367;103;405;88;507;762;406;1168;248;277;888;654;;;
20150118;456;523;137;508;94;442;814;379;1193;282;247;798;723;;;
20150119;1253;339;240;980;161;991;1558;891;2449;452;388;2341;1420;;;
20150120;1236;399;230;986;150;972;1589;974;2563;434;405;2417;1490;;;
20150121;1294;405;219;1013;124;982;1581;984;2565;501;439;2416;1489;;;
20150122;1317;379;229;962;162;1023;1749;1043;2792;503;472;2548;1464;;;
20150123;1025;282;181;811;114;930;1418;851;2269;350;365;2114;1191;;;
20150124;400;293;68;303;74;445;661;378;1039;169;200;869;528;;;
20150125;186;87;51;143;10;193;287;150;437;69;86;358;237;;;
20150126;1025;304;199;811;32;742;1354;765;2119;357;307;1988;1278;;;
20150127;687;167;99;500;46;487;891;572;1463;190;211;1342;798;;;
20150128;1096;410;171;883;75;789;1411;753;2164;379;394;2213;1384;;;
20150129;945;250;136;713;69;736;1285;735;2020;282;293;1844;1125;;;
20150130;654;163;95;511;39;470;529;339;868;210;203;1293;801;;;
20150131;402;408;102;398;57;470;735;359;1094;232;227;810;608;;;
20150201;305;320;72;367;40;379;554;250;804;182;136;585;496;;;
20150202;838;310;167;731;76;711;1183;689;1872;318;303;1646;1102;;;
20150203;908;359;141;926;130;844;1399;790;2189;440;350;1799;1276;;;
20150204;840;243;150;688;97;747;1176;702;1878;314;268;1653;1108;;;
20150205;774;198;117;649;67;661;1104;634;1738;276;233;1571;969;;;
20150206;680;216;131;573;63;627;971;538;1509;236;251;1380;913;;;
20150207;277;296;81;345;80;379;540;304;844;146;200;607;479;;;
20150208;128;97;39;125;18;142;245;107;352;50;67;245;197;;;
20150209;300;104;62;299;19;155;290;220;510;94;46;526;411;;;
20150210;510;142;94;395;11;315;548;399;947;151;134;930;696;;;
20150211;842;226;179;685;46;604;916;691;1607;294;236;1644;1143;;;
20150212;1071;366;218;967;77;745;1186;1009;2195;410;325;1951;1299;;;
20150213;947;430;189;853;103;764;1105;844;1949;355;336;1809;1237;;;
20150214;495;431;121;523;106;505;831;422;1253;269;264;873;685;;;
20150215;432;574;129;617;94;398;754;399;1153;351;266;629;785;;;
20150216;1170;490;294;1059;166;953;1567;867;2434;524;431;2232;1521;;;
20150217;1114;441;223;902;136;973;1428;895;2323;474;387;2185;1368;;;
20150218;1152;356;213;861;136;871;1352;840;2192;406;312;2051;1291;;;
20150219;1195;378;206;935;134;947;1534;916;2450;442;390;2184;1379;;;
20150220;1173;649;238;983;169;960;1600;872;2472;524;387;2062;1420;;;
20150221;610;850;185;947;216;670;1282;604;1886;507;430;1235;1084;;;
20150222;325;374;104;396;100;307;618;324;942;240;157;648;541;;;
20150223;1126;364;236;983;126;868;1430;818;2248;426;335;2052;1395;;;
20150224;644;122;85;444;38;498;692;476;1168;187;162;1173;761;;;
20150225;828;193;137;586;57;590;979;523;1502;233;216;1483;962;;;
20150226;1069;391;204;895;128;927;1406;900;2306;400;344;2165;1339;;;
20150227;1162;740;255;1203;194;1068;1667;991;2658;593;433;2277;1544;;;
20150228;628;679;165;739;189;711;998;622;1620;423;372;1083;911;;;
20150301;506;865;141;794;253;477;930;470;1400;406;265;945;1006;;;
20150302;1152;293;166;826;112;859;1289;841;2130;371;302;2034;1282;;;
20150303;1518;657;277;1240;218;1226;2078;1270;3348;661;467;2908;1845;;;
20150304;1289;373;227;1030;160;1052;1641;1048;2689;461;405;2545;1561;;;
20150305;1417;494;257;1136;165;1168;1846;1076;2922;518;432;2672;1680;;;
20150306;1295;518;279;1114;195;1193;1684;1052;2736;503;425;2407;1602;;;
20150307;639;791;233;843;200;826;1339;689;2028;598;416;1375;1052;;;
20150308;746;1330;261;1534;420;857;1596;732;2328;779;464;1450;1522;;;
20150309;1658;791;376;1528;344;1399;2276;1342;3618;730;560;3346;2089;;;
20150310;1895;1070;374;1891;357;1591;2655;1650;4305;936;731;3678;2499;;;
20150311;975;223;157;724;94;759;1159;775;1934;295;280;1950;1158;;;
20150312;1403;458;221;1033;161;1093;1817;1113;2930;525;447;2615;1581;;;
20150313;1118;336;211;752;110;922;1331;885;2216;431;338;2030;1314;;;
20150314;496;337;138;494;103;600;864;442;1306;275;283;1019;681;;;
20150315;519;649;150;666;154;594;876;445;1321;361;245;985;794;;;
20150316;1647;708;329;1444;249;1412;2203;1416;3619;710;561;3226;2158;;;
20150317;1918;1055;398;1980;366;1624;2705;1631;4336;910;732;3902;2484;;;
20150318;2037;1123;403;1879;386;1740;3051;1721;4772;972;711;3985;2575;;;
20150319;1982;980;413;1952;378;1742;3080;1673;4753;941;786;3980;2534;;;
20150320;1815;1133;421;2006;399;1638;2930;1577;4507;923;771;3530;2544;;;
20150321;1026;1931;420;2025;551;1238;2344;1151;3495;1020;770;1999;1962;;;
20150322;609;704;216;710;200;695;1148;649;1797;512;345;1163;950;;;
20150323;1960;954;404;1794;363;1698;2801;1640;4441;926;686;3813;2482;;;
20150324;2148;1393;457;2396;401;1904;3348;1992;5340;1104;847;4329;2934;;;
20150325;1906;870;411;1854;63;1792;2985;1807;4792;911;716;3975;2584;;;
20150326;1472;441;268;1210;106;1230;1990;1257;3247;559;523;2918;1775;;;
20150327;1199;372;205;921;123;1087;1634;918;2552;398;406;2247;1451;;;
20150328;625;797;185;632;223;822;1299;665;1964;501;381;1320;931;;;
20150329;527;682;139;833;206;630;1040;416;1456;446;318;1040;954;;;
20150330;673;269;143;607;87;669;973;569;1542;313;225;1337;945;;;
20150331;611;198;151;799;93;601;851;509;1360;227;222;1263;882;;;
20150401;662;232;119;628;82;647;836;534;1370;241;240;1394;923;;;
20150402;752;248;123;590;109;647;923;597;1520;267;229;1473;932;;;
20150403;752;590;183;786;228;761;1141;644;1785;444;324;1303;1079;;;
20150404;506;817;211;850;223;528;1117;497;1614;474;345;1039;1022;;;
20150405;407;598;155;656;200;394;893;372;1265;366;259;715;692;;;
20150406;446;646;158;623;220;441;851;416;1267;360;201;710;828;;;
20150407;1255;630;270;1149;279;1181;1685;1050;2735;554;425;2401;1767;;;
20150408;1302;495;243;1091;142;1000;1597;914;2511;451;432;2376;1633;;;
20150409;1914;1313;490;2015;469;1663;2917;1547;4464;998;749;3502;2631;;;
20150410;2028;1981;592;2911;705;2004;3807;1810;5617;1412;1023;3982;3355;;;
20150411;1467;2538;516;3314;1057;1525;4315;1991;6306;1433;1252;3315;3139;;;
20150412;1410;2305;581;3006;1007;1348;2392;1757;4149;1114;1017;2545;2809;;;
20150413;2355;1140;508;2355;434;2119;3471;1999;5470;1177;879;4645;3143;;;
20150414;2541;1437;578;2848;654;2407;4130;2334;6464;1329;1146;5151;3665;;;
20150415;2886;2054;688;3606;815;2709;4801;2848;7649;1688;1367;5987;4387;;;
20150416;3059;2343;750;4241;804;2649;5494;3006;8500;1881;1465;6255;4853;;;
20150417;1546;581;315;1370;266;1424;2290;1419;3709;671;659;2943;1944;;;
20150418;942;1126;225;980;267;1088;2100;1058;3158;653;553;1965;1424;;;
20150419;1223;2328;494;2634;793;1280;3051;1340;4391;1307;964;2176;2552;;;
20150420;2440;1268;573;2441;544;2203;3712;2135;5847;1260;1008;5061;3223;;;
20150421;2775;1706;612;3055;644;2490;4330;2424;6754;1488;1311;5571;3776;;;
20150422;3011;2182;794;3346;727;2687;4987;2728;7715;1690;1378;5983;4265;;;
20150423;2814;1565;693;2957;636;2333;4165;2482;6647;1387;1217;5350;3843;;;
20150424;2508;1839;727;3262;689;2340;4393;2339;6732;1538;1321;5056;3838;;;
20150425;1954;3318;753;4047;1236;2114;4043;2000;6043;1804;1346;3504;3773;;;
20150426;1684;3577;755;4042;1196;1618;3693;1647;5340;1822;1193;2921;3621;;;
20150427;3013;2143;830;3760;778;2732;4899;2737;7636;1750;1389;5867;4396;;;
20150428;1604;559;343;1406;259;1320;2161;1390;3551;632;640;3108;1995;;;
20150429;2451;1590;541;2800;551;2345;4095;2181;6276;1204;1123;5026;3471;;;
