STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
        430;20080501;20080531;   10;  3.77;  15.99;   21.68;    9.39;    2.29;  29.7;  16.7;   3.6; 298.20;    9;     8.0;    5.1;eor
        430;20080601;20080630;   10;  3.80;  19.10;   24.46;   12.96;    2.67;  32.7;  18.1;   7.8; 298.40;    9;    29.5;    9.0;eor
        430;20080701;20080731;   10;  4.73;  19.98;   25.25;   14.72;    2.39;  33.5;  19.0;  10.0; 236.50;    9;    37.3;   14.6;eor
        430;20080801;20080831;   10;  5.10;  19.04;   23.76;   14.20;    2.71;  34.5;  19.6;  10.0; 173.70;    9;    45.4;    9.5;eor
        430;20080901;20080930;   10;  5.44;  14.01;   18.06;   10.01;    2.20;  24.6;  13.3;   4.3; 136.40;    9;    46.0;   15.9;eor
        430;20081001;20081031;   10;  5.09;  10.11;   13.74;    6.33;    2.42;  20.8;  19.9;   2.0;  98.50;    9;    74.5;   18.8;eor
        430;20081101;20081130;   10;  6.30;   6.17;    8.28;    3.63;    2.77;  15.8;  18.7;  -3.0;  36.60;    9;    24.5;    8.7;eor
        430;20081201;20081231;   10;  6.20;   2.15;    3.86;    0.02;    2.39;   9.2;  17.7;  -8.0;  34.30;    9;    32.5;   10.3;eor
        430;20090101;20090131;   10;  5.51;  -1.62;    0.97;   -5.05;    2.06;   5.9;  12.5; -17.1;  60.90;    9;    15.1;    5.6;eor
        430;20090201;20090228;   10;  6.86;   1.00;    3.05;   -1.16;    2.54;   7.9;  14.6;  -6.0;  29.90;    9;    38.1;    8.0;eor
        430;20090301;20090331;   10;  6.07;   5.49;    8.82;    2.07;    2.65;  14.0;  18.4;  -4.0;  83.40;    9;    34.3;    6.3;eor
        430;20090401;20090430;   10;  2.65;  13.78;   19.73;    7.40;    2.43;  26.4;  15.3;  -0.8; 312.00;    9;     2.2;    1.9;eor
        430;20090501;20090531;   10;  4.47;  14.54;   19.94;    8.58;    2.39;  28.9;  20.0;   3.4; 249.00;    9;    72.9;   15.7;eor
        430;20090601;20090630;   10;  5.22;  15.80;   20.26;   11.30;    2.63;  27.6;  18.3;   4.7; 197.30;    9;    64.9;   13.7;eor
        430;20090701;20090731;   10;  4.87;  19.92;   25.10;   14.85;    2.52;  30.4;  17.5;   9.4; 227.40;    9;    46.2;   11.0;eor
        430;20090801;20090831;   10;  3.69;  20.65;   26.34;   14.38;    2.29;  32.7;  14.7;   9.4; 282.00;    9;    19.9;   12.4;eor
        430;20090901;20090930;   10;  4.07;  15.98;   21.19;   10.57;    2.23;  32.2;  16.5;   3.6; 210.30;    9;    36.7;   11.6;eor
        430;20091001;20091031;   10;  5.93;   8.28;   11.23;    5.26;    2.42;  23.3;  18.8;   0.0;  74.40;    9;    70.5;   11.6;eor
        430;20091101;20091130;   10;  6.13;   8.04;   10.61;    5.64;    2.73;  15.1;  18.7;  -2.0;  56.70;    9;    68.7;   19.5;eor
        430;20091201;20091231;   10;  6.66;   0.32;    2.10;   -1.85;    2.35;  10.1;  22.2; -14.7;  34.50;    9;    57.8;   11.4;eor
        430;20100101;20100131;   10;  7.06;  -4.59;   -2.70;   -6.98;    2.61;   2.5;  19.2; -18.3;  26.90;    9;    13.3;    4.1;eor
        430;20100201;20100228;   10;  6.79;   0.12;    2.40;   -2.28;    2.50;  12.2;  21.7;  -6.7;  49.70;    9;    17.8;    5.2;eor
        430;20100301;20100331;   10;  5.53;   5.18;    9.14;    0.63;    2.74;  22.9;  23.8;  -9.0; 115.30;    9;    34.6;    7.3;eor
        430;20100401;20100430;   10;  4.40;   9.73;   15.22;    3.68;    2.57;  24.8;  21.6;  -1.2; 214.60;    9;     9.2;    7.1;eor
        430;20100501;20100531;   10;  6.46;  11.49;   15.14;    7.32;    2.29;  22.0;  12.6;  -1.1;  99.20;    9;    82.7;   17.3;eor
        430;20100601;20100630;   10;  3.80;  18.21;   23.32;   11.76;    2.20;  31.2;  16.6;   7.4; 300.80;    9;     1.8;    1.6;eor
        430;20100701;20100731;   10;  3.88;  23.21;   28.63;   17.11;    2.16;  37.7;  16.5;  12.2; 312.20;    9;    43.4;   25.9;eor
        430;20100801;20100831;   10;  5.88;  18.85;   23.15;   14.89;    2.32;  30.3;  17.6;  10.0; 153.40;    9;   121.9;   19.4;eor
        430;20100901;20100930;   10;  5.15;  13.56;   17.51;    9.38;    2.43;  24.3;  15.0;   2.5; 132.70;    9;    75.7;   23.3;eor
        430;20101001;20101031;   10;  4.93;   8.43;   12.22;    4.57;    2.58;  18.1;  18.9;  -0.9; 130.60;    9;    21.6;    5.9;eor
        430;20101101;20101130;   10;  7.07;   5.20;    7.27;    2.88;    2.50;  17.7;  24.7;  -7.3;  22.50;    9;    82.6;   16.6;eor
        430;20101201;20101231;   10;  6.98;  -4.14;   -1.93;   -7.09;    2.42;   5.1;  14.8; -14.5;  14.70;    9;    41.9;    5.3;eor
        430;20110101;20110131;   10;  6.31;   1.71;    3.89;   -0.82;    2.35;  11.0;  14.9;  -8.7;  41.60;    9;    38.6;    9.1;eor
        430;20110201;20110228;   10;  5.43;   0.11;    2.89;   -2.75;    3.04;  10.3;  21.0; -11.6;  95.90;    9;    21.1;   10.7;eor
        430;20110301;20110331;   10;  3.92;   5.16;   10.28;   -0.09;    2.26;  16.9;  16.7;  -9.0; 195.40;    9;    14.1;    6.7;eor
        430;20110401;20110430;   10;  4.08;  13.02;   18.40;    7.44;    2.43;  24.7;  22.7;   0.1; 217.40;    9;    29.7;    9.6;eor
        430;20110501;20110531;   10;  3.89;  15.43;   21.51;    8.87;    2.55;  32.4;  17.7;  -1.1; 288.60;    9;    25.3;    9.2;eor
        430;20110601;20110630;   10;  4.62;  18.69;   23.84;   13.25;    2.47;  31.8;  23.4;   9.3; 259.90;    9;    66.1;   16.7;eor
        430;20110701;20110731;   10;  5.92;  17.98;   21.85;   14.11;    2.61;  29.1;  19.0;   9.0; 167.90;    9;   181.0;   47.0;eor
        430;20110801;20110831;   10;  5.17;  18.90;   23.23;   14.56;    2.55;  30.6;  22.2;   9.4; 187.00;    9;    66.4;   10.9;eor
        430;20110901;20110930;   10;  4.65;  16.19;   20.90;   11.07;    2.20;  28.1;  16.6;   6.5; 193.80;    9;    45.9;   10.9;eor
        430;20111001;20111031;   10;  4.09;  10.50;   15.16;    6.27;    2.42;  26.6;  17.6;   0.0; 158.30;    9;    34.6;   13.2;eor
        430;20111101;20111130;   10;  4.12;   5.22;    8.82;    2.24;    2.27;  15.2;  19.4;  -3.8; 124.80;    9;     0.2;    0.2;eor
        430;20111201;20111231;   10;  6.77;   4.85;    6.91;    2.46;    3.45;  13.0;  21.0;  -0.7;  17.50;    9;    64.0;   21.6;eor
        430;20120101;20120131;   10;  6.09;   2.05;    4.21;   -0.39;    3.06;  12.7;  21.5; -10.3;  52.90;    9;    50.0;    6.9;eor
        430;20120201;20120229;   10;  5.42;  -1.58;    1.56;   -5.56;    2.72;  12.0;  17.3; -19.6;  93.80;    9;    29.3;    7.1;eor
        430;20120301;20120331;   10;  4.87;   7.68;   12.23;    2.99;    2.71;  20.5;  19.6;  -3.5; 161.30;    9;     8.5;    3.4;eor
        430;20120401;20120430;   10;  5.48;   9.78;   14.60;    4.50;    2.50;  30.3;  16.1;  -3.2; 149.60;    9;    22.3;    7.6;eor
        430;20120501;20120531;   10;  4.80;  15.86;   20.96;   10.25;    2.48;  30.8;  13.5;   3.1; 238.20;    9;    42.8;   13.3;eor
        430;20120601;20120630;   10;  5.76;  16.55;   21.09;   11.57;    2.60;  32.4;  17.9;   5.5; 166.60;    9;    62.3;    8.4;eor
        430;20120701;20120731;   10;  5.16;  18.98;   23.53;   14.24;    2.39;  32.4;  18.9;  10.1; 207.10;    9;   103.4;   26.8;eor
        430;20120801;20120831;   10;  4.50;  19.23;   23.97;   14.40;    2.23;  35.4;  16.4;  10.5; 236.50;    9;    65.1;   39.1;eor
        430;20120901;20120930;   10;  4.73;  15.12;   20.11;   10.06;    2.33;  28.8;  17.7;   4.4; 185.50;    9;    30.3;    7.9;eor
        430;20121001;20121031;   10;  4.97;   9.70;   14.07;    5.52;    2.29;  23.1;  25.5;  -4.5; 136.10;    9;    31.1;    7.5;eor
        430;20121101;20121130;   10;  6.29;   6.01;    8.20;    3.49;    2.47;  12.4;  15.1;  -2.6;  41.30;    9;    41.4;   13.6;eor
        430;20121201;20121231;   10;  6.55;   1.09;    3.21;   -1.35;    2.58;  12.6;  17.0;  -9.6;  31.80;    9;    36.8;    6.6;eor
        430;20130101;20130131;   10;  7.05;   0.34;    2.15;   -1.93;    2.58;  12.3;  21.0; -13.7;  17.70;    9;    56.4;   14.1;eor
        430;20130201;20130228;   10;  6.98;   0.45;    2.17;   -1.52;    2.39;   7.5;  17.2;  -5.3;  22.10;    9;    25.0;    6.7;eor
        430;20130301;20130331;   10;  5.35;  -0.55;    2.77;   -4.14;    2.55;  13.6;  14.6; -11.5; 136.50;    9;    22.0;    7.0;eor
        430;20130401;20130430;   10;  5.86;   9.36;   13.65;    4.51;    2.40;  25.2;  15.3;  -5.8; 138.30;    9;    24.0;   12.4;eor
        430;20130501;20130531;    3;  5.57;  14.59;   19.35;    9.38;    2.32;  28.8;  15.8;   2.6; 168.10;    9;    78.0;   35.8;eor
        430;20130601;20130630;    3;  5.10;  17.99;   22.67;   12.60;    2.50;  33.7;  18.3;   5.5; 221.38;    9;    80.5;   28.0;eor
        430;20130701;20130731;    3;  4.16;  21.22;   26.26;   15.60;    2.19;  34.4;  16.6;  11.4; 301.38;    9;    40.3;   25.8;eor
        430;20130801;20130831;    3;  4.73;  19.60;   24.69;   14.44;    2.13;  33.8;  20.9;   9.4; 219.78;    9;    49.2;   16.4;eor
        430;20130901;20130930;    3;  5.47;  13.66;   17.58;    9.75;    2.37;  25.9;  15.5;   2.8; 111.63;    9;    60.6;   15.6;eor
        430;20131001;20131031;    3;  5.24;  11.75;   15.59;    7.53;    2.42;  21.7;  23.3;   0.3; 105.45;    9;    59.2;   27.6;eor
        430;20131101;20131130;    3;  6.23;   5.74;    8.02;    3.00;    2.50;  14.5;  15.3;  -5.2;  37.00;    9;    50.7;    9.1;eor
        430;20131201;20131231;    3;  6.31;   4.68;    7.00;    2.54;    2.87;  10.7;  26.6;  -2.7;  46.17;    9;    38.3;    7.4;eor
        430;20140101;20140131;    3;  6.47;   0.97;    3.11;   -1.49;    2.87;  12.6;  18.0; -13.7;  38.43;    9;    31.6;    9.6;eor
        430;20140201;20140228;    3;  4.94;   5.66;    9.61;    1.88;    2.79;  14.0;  18.7;  -1.8; 118.95;    9;    12.8;    6.0;eor
        430;20140301;20140331;    3;  4.45;   8.10;   13.01;    2.96;    2.39;  21.8;  19.3;  -2.6; 167.35;    9;    19.7;    7.2;eor
        430;20140401;20140430;    3;  5.18;  12.23;   17.10;    7.14;    2.37;  22.7;  21.5;  -0.5; 175.99;    9;    26.2;    4.5;eor
        430;20140501;20140531;    3;  5.32;  13.91;   18.61;    8.76;    2.52;  29.8;  19.4;   1.6; 184.40;    9;    82.7;   17.8;eor
        430;20140601;20140630;    3;  5.05;  17.39;   22.35;   11.80;    2.27;  33.7;  17.4;   6.1; 221.15;    9;    58.0;   17.8;eor
        430;20140701;20140731;    3;  4.84;  21.75;   27.13;   16.64;    2.13;  34.2;  17.5;   9.7; 266.93;    9;    63.3;   16.4;eor
        430;20140801;20140831;    3;  5.05;  17.92;   23.05;   12.73;    2.42;  29.4;  23.4;   6.6; 196.48;    9;    27.1;    6.8;eor
        430;20140901;20140930;    3;  5.24;  16.54;   20.83;   12.44;    2.13;  27.2;  13.5;   6.1; 154.80;    9;    30.8;   10.0;eor
        430;20141001;20141031;    3;  5.53;  12.97;   16.29;    9.63;    2.23;  22.3;  14.7;   3.0;  98.75;    9;    30.7;    9.0;eor
        430;20141101;20141130;    3;  6.47;   7.35;    9.49;    5.23;    2.43;  19.5;  12.5;  -2.1;  55.32;    9;     6.3;    3.8;eor
        430;20141201;20141231;    3;  6.64;   2.95;    4.97;    0.39;    2.94;  12.1;  21.5;  -8.1;  29.30;    9;    43.5;    5.5;eor
        430;20150101;20150131;    3;  6.86;   3.26;    5.18;    1.05;    3.19;  13.0;  22.4;  -3.1;  23.56;    9;    63.4;   11.5;eor
        430;20150201;20150228;    3;  4.76;   2.12;    5.60;   -1.48;    2.43;  11.2;  15.8;  -8.2; 109.31;    9;     6.7;    2.9;eor
        430;20150301;20150331;    3;  5.55;   6.36;   10.33;    2.21;    2.81;  17.5;  28.8;  -3.2; 126.85;    9;    36.0;    7.0;eor
        430;20150401;20150430;    3;  4.36;   9.40;   14.97;    3.23;    2.53;  23.3;  21.8;  -3.5; 209.57;    9;    24.1;    5.5;eor
        430;20150501;20150531;    3;  4.91;  13.50;   19.00;    6.79;    2.52;  28.0;  23.1;   1.7; 207.82;    9;    18.9;    9.7;eor
        430;20150601;20150630;    3;  5.20;  17.03;   21.83;   11.81;    2.43;  31.2;  16.1;   5.4; 201.82;    9;    39.1;   12.9;eor
        430;20150701;20150731;    3;  4.77;  20.24;   25.36;   14.95;    2.87;  37.5;  21.3;   9.2; 227.44;    9;    58.7;   18.5;eor
        430;20150801;20150831;    3;  4.42;  22.46;   28.86;   16.27;    2.39;  37.6;  18.7;   8.2; 278.47;    9;    29.6;   14.7;eor
        430;20150901;20150930;    3;  4.47;  14.68;   19.88;    9.78;    2.53;  28.2;  18.3;   3.2; 165.63;    9;    24.4;    3.9;eor
        430;20151001;20151031;    3;  5.39;   8.97;   12.68;    5.43;    2.29;  20.3;  12.3;  -0.2; 127.42;    9;    64.0;   15.6;eor
        430;20151101;20151130;    3;  6.12;   8.04;   11.14;    4.83;    3.00;  17.5;  24.9;  -2.4;  48.40;    9;    70.9;   22.9;eor
        430;20151201;20151231;    3;  6.21;   7.45;    9.80;    4.61;    3.10;  14.9;  21.1;  -2.5;  61.25;    9;    28.2;    8.9;eor
        430;20160101;20160131;    3;  6.30;   0.19;    2.53;   -2.53;    2.74;  11.8;  22.3; -11.2;  44.42;    9;    40.4;    5.0;eor
        430;20160201;20160229;    3;  6.19;   4.17;    7.16;    1.16;    3.10;  11.9;  25.0;  -4.1;  56.81;    9;    37.1;    9.7;eor
        430;20160301;20160331;    3;  5.95;   5.06;    8.71;    1.22;    2.32;  16.3;  19.9;  -4.6;  94.20;    9;    25.5;    5.3;eor
        430;20160401;20160430;    3;  5.18;   9.40;   14.07;    4.24;    2.60;  22.8;  16.8;   0.0; 170.08;    9;    31.0;    8.4;eor
        430;20160501;20160531;    3;  4.50;  16.39;   21.50;   10.73;    2.68;  28.9;  18.2;   5.3; 247.20;    9;    26.3;   11.6;eor
        430;20160601;20160630;    3;  4.62;  19.61;   24.63;   14.26;    2.37;  35.1;  16.8;   9.5; 250.97;    9;    67.7;   15.0;eor
        430;20160701;20160731;    3;  5.39;  20.26;   25.39;   15.05;    2.58;  32.1;  21.3;   8.6; 197.75;    9;    29.9;    9.6;eor
        430;20160801;20160831;    3;  4.45;  18.75;   24.37;   13.31;    2.45;  34.7;  17.0;   6.8; 203.53;    9;    32.5;   11.0;eor
        430;20160901;20160930;    3;  3.96;  18.58;   24.46;   12.66;    2.27;  31.7;  15.3;   7.2; 235.42;    9;    15.0;   12.4;eor
        430;20161001;20161031;    3;  6.57;   8.96;   11.52;    5.89;    2.26;  17.8;  15.4;  -0.2;  46.38;    9;    44.5;    8.9;eor
        430;20161101;20161130;    3;  5.62;   4.15;    7.23;    0.70;    2.47;  14.3;  17.8;  -7.2;  65.17;    9;    35.7;    7.0;eor
        430;20161201;20161231;    3;  6.06;   3.21;    5.46;    0.20;    2.81;  11.0;  20.6;  -6.5;  46.90;    9;    42.8;   15.2;eor
        430;20170101;20170131;    3;  5.88;  -0.77;    1.50;   -3.35;    2.58;   6.9;  21.8;  -9.7;  55.35;    3;    26.7;    7.8;eor
        430;20170201;20170228;    3;  6.04;   2.35;    5.31;   -0.79;    2.96;  14.0;  23.5;  -7.4;  62.48;    3;    22.7;    7.6;eor
        430;20170301;20170331;    3;  5.75;   7.64;   12.06;    2.75;    2.48;  22.4;  22.5;  -2.1; 126.13;    3;    47.6;   12.7;eor
        430;20170401;20170430;    3;  5.58;   8.38;   12.98;    3.56;    2.90;  23.4;  20.6;  -1.8; 141.77;    3;    25.3;    7.0;eor
        430;20170501;20170531;    3;  4.90;  15.38;   20.71;    9.33;    2.48;  31.5;  16.5;   0.9; 215.30;    3;    32.3;   14.5;eor
        430;20170601;20170630;    3;  5.06;  18.43;   23.74;   12.75;    2.60;  31.0;  18.3;   8.0; 224.90;    3;   260.5;  196.9;eor
        430;20170701;20170731;    3;  5.51;  18.87;   23.63;   14.30;    2.35;  31.9;  15.1;  10.2; 202.62;    3;   163.3;   59.2;eor
        430;20170801;20170831;    3;  4.94;  19.08;   23.97;   13.75;    2.42;  30.3;  19.0;   7.9; 207.37;    3;    42.6;    9.0;eor
        430;20170901;20170930;    3;  5.10;  14.09;   18.68;    9.74;    2.50;  22.8;  23.5;   4.8; 147.37;    3;    36.3;   11.8;eor
        430;20171001;20171031;    3;  5.67;  11.75;   15.08;    8.17;    3.00;  22.4;  30.9;   2.4;  77.73;    3;    71.9;   13.4;eor
        430;20171101;20171130;    3;  6.47;   6.05;    8.49;    3.18;    2.67;  14.6;  20.2;  -3.2;  42.67;    3;    60.5;   14.0;eor
        430;20171201;20171231;    3;  6.86;   3.70;    5.83;    1.15;    3.19;  12.5;  19.7;  -2.8;  30.37;    3;    34.3;    6.7;eor
        430;20180101;20180131;    3;  6.85;   3.65;    5.69;    1.44;    3.10;  12.2;  20.9;  -4.5;  25.93;    3;    64.5;   12.9;eor
        430;20180201;20180228;    3;  4.36;  -0.82;    2.61;   -4.41;    2.25;   7.5;  14.4; -14.6; 136.00;    3;     2.7;    1.3;eor
        430;20180301;20180331;    3;  5.62;   1.95;    5.67;   -1.87;    2.61;  16.5;  17.0; -12.4; 119.65;    3;    48.9;   15.0;eor
        430;20180401;20180430;    3;  4.29;  13.79;   19.57;    7.31;    2.67;  27.5;  22.6;  -1.0; 244.93;    3;    35.6;   19.7;eor
        430;20180501;20180531;    3;  3.08;  18.15;   23.96;   11.36;    2.48;  31.8;  16.6;   2.9; 342.28;    3;    30.2;   25.8;eor
        430;20180601;20180630;    3;  4.83;  19.35;   25.01;   14.17;    2.50;  31.6;  17.8;   9.5; 216.00;    3;    33.2;   16.5;eor
        430;20180701;20180731;    3;  3.59;  21.63;   27.58;   14.95;    2.26;  35.4;  14.2;   9.3; 313.83;    3;    62.0;   25.5;eor
        430;20180801;20180831;    3;  3.94;  21.73;   27.58;   15.44;    2.45;  37.7;  18.5;   8.6; 269.48;    3;     6.8;    3.2;eor
        430;20180901;20180930;    3;  4.57;  16.76;   22.81;   10.80;    2.37;  30.7;  24.2;   2.0; 197.23;    3;    20.8;   14.8;eor
        430;20181001;20181031;    3;  4.26;  11.55;   16.57;    6.03;    2.61;  25.6;  18.9;   0.9; 162.93;    3;    16.3;    6.8;eor
        430;20181101;20181130;    3;  5.81;   5.78;    8.40;    2.95;    2.30;  17.5;  15.3;  -5.3;  56.20;    3;    15.0;    6.9;eor
        430;20181201;20181231;    3;  7.18;   4.72;    6.74;    2.68;    2.84;  13.5;  18.5;  -1.4;  14.67;    3;    48.1;    8.4;eor
