Migrationshintergrund in Wien gemeldeter Personen nach Geschlecht und Wiener Zaehlbezirk|Migration background of residents in Vienna by sex and Vienna subdistrict;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_ROU;POP_HUN;POP_SYR;POP_RUS;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;90700;90701;1;2745;72;48;257;35;22;18;15;36;5;501;1736;20190101
AT1;AT13;AT130;90700;90702;1;1413;20;15;121;21;11;19;18;3;18;243;924;20190101
AT1;AT13;AT130;90700;90703;1;2409;75;44;169;25;34;30;34;17;15;413;1553;20190101
AT1;AT13;AT130;90700;90704;1;5016;167;95;399;69;101;58;60;57;35;978;2997;20190101
AT1;AT13;AT130;90700;90705;1;3975;185;85;306;76;51;62;50;79;21;754;2306;20190101
AT1;AT13;AT130;90800;90801;1;3086;200;42;195;41;42;78;53;34;37;743;1621;20190101
AT1;AT13;AT130;90800;90802;1;5424;121;74;425;77;55;42;75;31;47;912;3565;20190101
AT1;AT13;AT130;90800;90803;1;4172;160;87;289;101;48;65;55;69;94;883;2321;20190101
AT1;AT13;AT130;90900;90901;1;4207;159;84;255;89;74;80;56;69;27;794;2520;20190101
AT1;AT13;AT130;90900;90902;1;5297;161;68;362;94;58;44;62;43;65;1081;3259;20190101
AT1;AT13;AT130;90900;90903;1;2228;90;39;153;77;25;41;32;28;24;452;1267;20190101
AT1;AT13;AT130;90900;90904;1;4676;182;87;362;143;93;68;75;101;35;952;2578;20190101
AT1;AT13;AT130;90900;90905;1;2659;31;26;223;27;16;17;29;14;58;549;1669;20190101
AT1;AT13;AT130;90900;90906;1;1086;26;8;99;6;9;12;21;12;15;212;666;20190101
AT1;AT13;AT130;91000;91001;1;3836;244;295;134;85;137;43;61;43;19;797;1978;20190101
AT1;AT13;AT130;91000;91002;1;10894;1038;1100;167;461;341;321;205;425;144;2590;4102;20190101
AT1;AT13;AT130;91000;91003;1;3890;315;380;61;172;165;117;47;53;34;743;1803;20190101
AT1;AT13;AT130;91000;91004;1;4909;510;375;107;180;156;236;151;296;38;1435;1425;20190101
AT1;AT13;AT130;91000;91005;1;9585;937;974;130;340;380;371;169;236;79;1953;4016;20190101
AT1;AT13;AT130;91000;91006;1;7231;642;711;133;288;309;309;130;296;83;1991;2339;20190101
AT1;AT13;AT130;91000;91007;1;6664;603;498;107;228;262;176;174;201;46;1281;3088;20190101
AT1;AT13;AT130;91000;91008;1;5475;477;461;105;249;262;295;89;186;47;1231;2073;20190101
AT1;AT13;AT130;91000;91009;1;2598;196;220;34;44;81;43;40;34;21;406;1479;20190101
AT1;AT13;AT130;91000;91010;1;9246;703;977;121;187;336;168;102;159;117;1809;4567;20190101
AT1;AT13;AT130;91000;91011;1;4524;211;479;34;58;72;43;32;69;59;676;2791;20190101
AT1;AT13;AT130;91000;91012;1;1227;37;38;28;24;44;18;16;4;8;169;841;20190101
AT1;AT13;AT130;91000;91013;1;2391;195;134;24;27;50;20;23;1;9;230;1678;20190101
AT1;AT13;AT130;91000;91014;1;2055;123;91;25;18;37;25;5;4;9;196;1522;20190101
AT1;AT13;AT130;91000;91015;1;3637;219;175;57;67;145;60;28;24;19;468;2375;20190101
AT1;AT13;AT130;91000;91016;1;2940;83;74;35;24;36;30;11;8;19;234;2386;20190101
AT1;AT13;AT130;91000;91017;1;441;7;4;6;5;2;8;1;0;1;16;391;20190101
AT1;AT13;AT130;91000;91018;1;2352;63;35;40;42;43;23;19;8;13;211;1855;20190101
AT1;AT13;AT130;91000;91019;1;1448;34;29;28;23;14;27;29;10;4;141;1109;20190101
AT1;AT13;AT130;91000;91020;1;4538;205;413;42;57;60;59;20;21;38;483;3140;20190101
AT1;AT13;AT130;91000;91021;1;2918;77;143;33;68;47;15;21;5;6;256;2247;20190101
AT1;AT13;AT130;91000;91022;1;3704;317;227;84;197;101;152;115;158;31;982;1340;20190101
AT1;AT13;AT130;91000;91023;1;5461;448;489;88;155;168;145;98;102;48;1147;2573;20190101
AT1;AT13;AT130;91100;91101;1;1696;57;85;80;30;43;31;32;9;21;389;919;20190101
AT1;AT13;AT130;91100;91102;1;8830;626;633;150;270;252;327;124;135;68;1650;4595;20190101
AT1;AT13;AT130;91100;91103;1;9127;754;735;177;418;269;298;174;213;53;1716;4320;20190101
AT1;AT13;AT130;91100;91104;1;2364;212;151;23;60;84;63;34;54;16;432;1235;20190101
AT1;AT13;AT130;91100;91105;1;5948;341;336;60;156;154;110;48;38;17;678;4010;20190101
AT1;AT13;AT130;91100;91106;1;166;6;5;0;2;3;5;2;0;1;7;135;20190101
AT1;AT13;AT130;91100;91107;1;3109;153;226;43;51;51;90;33;17;18;330;2097;20190101
AT1;AT13;AT130;91100;91108;1;421;3;4;7;4;10;2;3;0;0;34;354;20190101
AT1;AT13;AT130;91100;91109;1;1259;31;17;21;31;29;56;30;12;3;78;951;20190101
AT1;AT13;AT130;91100;91110;1;12504;600;927;166;324;373;316;124;65;34;1360;8215;20190101
AT1;AT13;AT130;91100;91111;1;2611;137;125;32;53;47;85;48;133;48;631;1272;20190101
AT1;AT13;AT130;91100;91112;1;278;6;4;1;0;4;13;1;0;8;109;132;20190101
AT1;AT13;AT130;91100;91113;1;2350;64;89;33;100;46;83;40;15;6;381;1493;20190101
AT1;AT13;AT130;91200;91201;1;2345;179;128;84;75;80;55;62;67;11;489;1115;20190101
AT1;AT13;AT130;91200;91202;1;8868;878;578;140;455;344;204;117;196;41;1727;4188;20190101
AT1;AT13;AT130;91200;91203;1;2471;168;281;26;64;64;51;9;16;38;426;1328;20190101
AT1;AT13;AT130;91200;91204;1;5050;373;276;144;196;143;186;137;128;32;1211;2224;20190101
AT1;AT13;AT130;91200;91205;1;4270;303;254;120;120;122;78;61;105;23;857;2227;20190101
AT1;AT13;AT130;91200;91206;1;5033;382;170;230;307;171;120;117;124;38;970;2404;20190101
AT1;AT13;AT130;91200;91207;1;3085;151;203;48;55;63;58;32;32;13;518;1912;20190101
AT1;AT13;AT130;91200;91208;1;2589;197;119;46;96;94;62;37;65;12;537;1324;20190101
AT1;AT13;AT130;91200;91209;1;4022;222;430;23;59;96;53;14;55;39;834;2197;20190101
AT1;AT13;AT130;91200;91210;1;5641;256;206;108;155;189;119;237;101;9;938;3323;20190101
AT1;AT13;AT130;91200;91211;1;4581;158;115;137;60;62;62;77;72;22;569;3247;20190101
AT1;AT13;AT130;91300;91301;1;238;9;2;14;3;1;3;4;1;1;33;167;20190101
AT1;AT13;AT130;91300;91302;1;2913;45;33;193;44;13;21;30;36;29;393;2076;20190101
AT1;AT13;AT130;91300;91303;1;4534;113;49;191;112;51;63;186;73;32;778;2886;20190101
AT1;AT13;AT130;91300;91304;1;4847;81;51;217;98;31;71;95;41;20;610;3532;20190101
AT1;AT13;AT130;91300;91305;1;2151;42;14;87;38;20;32;30;19;11;263;1595;20190101
AT1;AT13;AT130;91300;91306;1;1165;27;4;34;17;14;12;17;15;18;159;848;20190101
AT1;AT13;AT130;91300;91307;1;1529;64;31;44;37;20;33;28;2;15;201;1054;20190101
AT1;AT13;AT130;91300;91308;1;3374;72;40;106;46;29;50;52;53;23;399;2504;20190101
AT1;AT13;AT130;91300;91309;1;2246;75;39;36;32;23;25;25;20;18;352;1601;20190101
AT1;AT13;AT130;91300;91310;1;132;0;0;6;5;5;0;1;0;0;9;106;20190101
AT1;AT13;AT130;91300;91311;1;2047;7;7;89;18;6;4;15;4;7;118;1772;20190101
AT1;AT13;AT130;91400;91401;1;3904;276;100;133;136;92;59;61;116;18;672;2241;20190101
AT1;AT13;AT130;91400;91402;1;4571;433;255;115;319;163;127;92;66;26;858;2117;20190101
AT1;AT13;AT130;91400;91403;1;4412;211;101;180;128;62;80;68;52;36;689;2805;20190101
AT1;AT13;AT130;91400;91404;1;10047;713;388;213;437;330;246;182;237;44;1626;5631;20190101
AT1;AT13;AT130;91400;91405;1;2286;88;69;53;31;25;24;10;18;8;207;1753;20190101
AT1;AT13;AT130;91400;91406;1;5900;317;145;144;195;136;131;121;96;32;941;3642;20190101
AT1;AT13;AT130;91400;91407;1;1458;109;98;13;44;36;24;5;8;10;208;903;20190101
AT1;AT13;AT130;91400;91408;1;2034;74;57;49;28;19;25;14;20;7;241;1500;20190101
AT1;AT13;AT130;91400;91409;1;99;2;3;3;0;0;0;0;0;3;14;74;20190101
AT1;AT13;AT130;91400;91410;1;4104;96;70;138;73;47;40;47;56;20;560;2957;20190101
AT1;AT13;AT130;91400;91411;1;3244;28;11;103;22;13;22;24;16;5;210;2790;20190101
AT1;AT13;AT130;91400;91412;1;3203;55;43;106;61;16;25;36;34;10;302;2515;20190101
AT1;AT13;AT130;91500;91501;1;5353;405;337;164;203;175;138;91;147;19;953;2721;20190101
AT1;AT13;AT130;91500;91502;1;5479;504;312;199;310;190;165;123;172;21;1257;2226;20190101
AT1;AT13;AT130;91500;91503;1;6723;618;344;248;274;206;196;141;258;35;1720;2683;20190101
AT1;AT13;AT130;91500;91504;1;4338;375;273;145;208;140;131;75;130;35;1092;1734;20190101
AT1;AT13;AT130;91500;91505;1;5714;442;353;171;170;204;155;109;125;36;1160;2789;20190101
AT1;AT13;AT130;91500;91506;1;7450;744;486;202;427;287;246;116;194;33;1439;3276;20190101
AT1;AT13;AT130;91500;91507;1;4106;337;241;87;156;142;61;59;53;25;637;2308;20190101
AT1;AT13;AT130;91600;91601;1;7219;597;473;255;273;209;233;97;248;32;1629;3173;20190101
AT1;AT13;AT130;91600;91602;1;4530;497;301;140;326;149;172;103;178;17;981;1666;20190101
AT1;AT13;AT130;91600;91603;1;6391;556;469;87;163;195;103;62;105;35;1008;3608;20190101
AT1;AT13;AT130;91600;91604;1;4250;313;267;107;150;142;108;55;89;9;733;2277;20190101
AT1;AT13;AT130;91600;91605;1;8074;791;344;233;393;251;248;151;164;27;1415;4057;20190101
AT1;AT13;AT130;91600;91606;1;5157;407;382;118;193;115;58;43;68;18;746;3009;20190101
AT1;AT13;AT130;91600;91607;1;5793;426;319;137;244;169;101;59;123;30;867;3318;20190101
AT1;AT13;AT130;91600;91608;1;1768;43;56;29;14;13;18;13;9;12;287;1274;20190101
AT1;AT13;AT130;91600;91609;1;2680;28;26;71;27;17;17;13;23;11;164;2283;20190101
AT1;AT13;AT130;91600;91610;1;5718;667;505;133;368;208;225;115;179;23;1371;1924;20190101
AT1;AT13;AT130;91700;91701;1;5621;457;232;224;306;142;174;101;97;24;1118;2746;20190101
AT1;AT13;AT130;91700;91702;1;7508;679;352;321;375;212;202;112;240;66;1620;3329;20190101
AT1;AT13;AT130;91700;91703;1;9011;751;363;227;407;278;234;218;196;33;1594;4710;20190101
AT1;AT13;AT130;91700;91704;1;1700;41;15;74;12;22;7;14;4;9;156;1346;20190101
AT1;AT13;AT130;91700;91705;1;3096;93;58;93;46;16;35;25;56;7;333;2334;20190101
AT1;AT13;AT130;91700;91706;1;1241;40;12;44;16;9;8;12;24;9;129;938;20190101
AT1;AT13;AT130;91800;91801;1;977;11;7;66;4;3;7;14;2;11;146;706;20190101
AT1;AT13;AT130;91800;91802;1;6721;227;117;393;186;71;97;94;145;39;1093;4259;20190101
AT1;AT13;AT130;91800;91803;1;7501;463;173;374;363;141;156;137;177;36;1470;4011;20190101
AT1;AT13;AT130;91800;91804;1;4483;109;56;213;91;56;50;61;50;40;630;3127;20190101
AT1;AT13;AT130;91800;91805;1;4353;53;32;233;40;26;21;70;30;79;681;3088;20190101
AT1;AT13;AT130;91900;91901;1;2934;58;47;137;60;20;28;55;19;22;485;2003;20190101
AT1;AT13;AT130;91900;91902;1;4628;231;198;102;144;66;96;69;75;39;936;2672;20190101
AT1;AT13;AT130;91900;91903;1;339;8;6;12;1;11;7;4;9;3;159;119;20190101
AT1;AT13;AT130;91900;91904;1;6681;209;150;313;151;64;99;120;123;50;1294;4108;20190101
AT1;AT13;AT130;91900;91905;1;3456;92;49;140;48;28;46;55;50;60;690;2198;20190101
AT1;AT13;AT130;91900;91906;1;2530;23;17;123;29;14;13;36;23;49;412;1791;20190101
AT1;AT13;AT130;91900;91907;1;1350;18;7;81;22;7;13;16;17;20;165;984;20190101
AT1;AT13;AT130;91900;91908;1;5911;180;125;169;135;60;77;83;93;66;991;3932;20190101
AT1;AT13;AT130;91900;91909;1;2065;50;49;128;31;11;24;34;27;30;483;1198;20190101
AT1;AT13;AT130;91900;91910;1;4107;42;55;165;54;23;27;51;19;64;598;3009;20190101
AT1;AT13;AT130;92000;92001;1;4142;289;395;41;103;140;44;28;30;49;716;2307;20190101
AT1;AT13;AT130;92000;92002;1;7795;670;626;175;284;204;243;108;166;77;1603;3639;20190101
AT1;AT13;AT130;92000;92003;1;6747;547;447;233;209;177;189;118;171;60;1335;3261;20190101
AT1;AT13;AT130;92000;92004;1;4617;288;381;70;111;159;68;91;40;36;978;2395;20190101
AT1;AT13;AT130;92000;92005;1;5907;488;417;207;234;137;210;119;181;49;1435;2430;20190101
AT1;AT13;AT130;92000;92006;1;4313;289;481;76;111;101;61;39;74;58;874;2149;20190101
AT1;AT13;AT130;92000;92007;1;6461;418;547;94;174;185;111;72;82;79;1221;3478;20190101
AT1;AT13;AT130;92000;92008;1;2894;259;233;84;120;95;87;37;85;24;642;1228;20190101
AT1;AT13;AT130;92100;92101;1;735;18;4;12;5;7;1;3;0;5;33;647;20190101
AT1;AT13;AT130;92100;92102;1;3596;65;39;55;115;75;24;19;6;15;459;2724;20190101
AT1;AT13;AT130;92100;92103;1;3507;69;73;55;90;41;49;17;15;12;335;2751;20190101
AT1;AT13;AT130;92100;92104;1;2037;57;34;27;27;11;44;8;5;32;263;1529;20190101
AT1;AT13;AT130;92100;92105;1;8886;382;560;88;181;92;180;42;35;133;1410;5783;20190101
AT1;AT13;AT130;92100;92106;1;1503;53;19;31;37;20;38;29;39;9;445;783;20190101
AT1;AT13;AT130;92100;92107;1;2548;128;74;49;65;44;42;49;29;23;382;1663;20190101
AT1;AT13;AT130;92100;92108;1;1262;41;29;15;28;17;23;11;10;10;134;944;20190101
AT1;AT13;AT130;92100;92109;1;3307;115;98;45;117;27;64;17;25;14;355;2430;20190101
AT1;AT13;AT130;92100;92110;1;2929;144;115;34;93;52;58;20;31;26;426;1930;20190101
AT1;AT13;AT130;92100;92111;1;2346;78;40;43;90;40;46;21;68;11;387;1522;20190101
AT1;AT13;AT130;92100;92112;1;4054;204;310;53;126;46;63;15;32;39;569;2597;20190101
AT1;AT13;AT130;92100;92113;1;2632;42;36;74;45;22;21;16;16;13;252;2095;20190101
AT1;AT13;AT130;92100;92114;1;2578;104;112;28;58;29;58;12;5;29;343;1800;20190101
AT1;AT13;AT130;92100;92115;1;2216;59;74;41;56;25;26;41;9;19;269;1597;20190101
AT1;AT13;AT130;92100;92116;1;1556;10;6;43;20;3;13;7;1;6;105;1342;20190101
AT1;AT13;AT130;92100;92117;1;3256;196;204;29;107;42;46;20;39;63;505;2005;20190101
AT1;AT13;AT130;92100;92118;1;3815;219;177;62;157;64;112;45;66;51;632;2230;20190101
AT1;AT13;AT130;92100;92119;1;2350;99;72;31;111;53;46;36;22;24;407;1449;20190101
AT1;AT13;AT130;92100;92120;1;1223;101;53;22;78;51;21;9;16;4;205;663;20190101
AT1;AT13;AT130;92100;92121;1;3521;251;144;57;163;58;97;91;38;46;690;1886;20190101
AT1;AT13;AT130;92100;92122;1;4520;183;155;115;167;63;115;76;100;49;899;2598;20190101
AT1;AT13;AT130;92100;92123;1;5367;289;153;119;243;112;153;128;137;76;1075;2882;20190101
AT1;AT13;AT130;92100;92124;1;2836;77;79;57;98;79;41;47;25;14;480;1839;20190101
AT1;AT13;AT130;92100;92125;1;2573;69;59;60;105;48;40;24;20;12;354;1782;20190101
AT1;AT13;AT130;92100;92126;1;3942;132;127;115;108;66;43;70;17;43;610;2611;20190101
AT1;AT13;AT130;92100;92127;1;860;7;7;27;7;4;6;4;7;17;151;623;20190101
AT1;AT13;AT130;92100;92128;1;176;20;11;4;8;8;2;3;10;1;42;67;20190101
AT1;AT13;AT130;92100;92129;1;115;0;0;1;1;0;0;0;0;0;4;109;20190101
AT1;AT13;AT130;92100;92130;1;13;1;0;1;0;0;0;0;2;0;6;3;20190101
AT1;AT13;AT130;92200;92201;1;1104;17;22;23;19;5;22;18;5;2;131;840;20190101
AT1;AT13;AT130;92200;92202;1;2578;50;23;45;34;21;29;13;4;4;344;2011;20190101
AT1;AT13;AT130;92200;92203;1;772;20;5;14;6;4;13;1;0;0;89;620;20190101
AT1;AT13;AT130;92200;92204;1;2054;32;25;35;50;12;24;15;4;7;157;1693;20190101
AT1;AT13;AT130;92200;92205;1;6129;141;131;178;230;102;89;128;21;39;1015;4055;20190101
AT1;AT13;AT130;92200;92206;1;5843;192;227;67;141;56;60;24;58;28;788;4202;20190101
AT1;AT13;AT130;92200;92207;1;2414;30;18;49;50;19;32;26;22;15;283;1870;20190101
AT1;AT13;AT130;92200;92208;1;8878;341;353;132;262;184;202;77;76;75;1875;5301;20190101
AT1;AT13;AT130;92200;92209;1;6919;245;345;124;197;74;128;53;50;78;1252;4373;20190101
AT1;AT13;AT130;92200;92210;1;4208;98;76;96;97;65;63;47;19;47;958;2642;20190101
AT1;AT13;AT130;92200;92211;1;5591;187;121;102;209;75;115;87;66;87;1048;3494;20190101
AT1;AT13;AT130;92200;92212;1;1782;80;90;36;33;16;17;20;3;27;349;1111;20190101
AT1;AT13;AT130;92200;92213;1;3308;142;97;47;84;42;38;59;35;27;596;2141;20190101
AT1;AT13;AT130;92200;92214;1;2312;52;30;34;33;10;21;6;3;6;166;1951;20190101
AT1;AT13;AT130;92200;92215;1;4043;201;218;50;97;51;63;25;47;47;618;2626;20190101
AT1;AT13;AT130;92200;92216;1;1113;37;42;15;24;18;11;10;4;5;201;746;20190101
AT1;AT13;AT130;92200;92217;1;1206;15;29;45;10;9;14;12;10;13;186;863;20190101
AT1;AT13;AT130;92200;92218;1;3251;74;78;56;71;30;27;20;25;14;424;2432;20190101
AT1;AT13;AT130;92200;92219;1;3126;150;106;58;76;48;90;83;35;28;584;1868;20190101
AT1;AT13;AT130;92200;92220;1;1652;49;84;24;33;16;16;19;14;14;285;1098;20190101
AT1;AT13;AT130;92200;92221;1;1315;29;15;40;23;12;16;18;1;8;181;972;20190101
AT1;AT13;AT130;92200;92222;1;2658;56;41;35;186;25;31;15;12;28;253;1976;20190101
AT1;AT13;AT130;92200;92223;1;2943;66;41;64;58;43;38;33;18;29;443;2110;20190101
AT1;AT13;AT130;92200;92224;1;2845;37;18;55;92;30;43;34;15;15;290;2216;20190101
AT1;AT13;AT130;92200;92225;1;1059;7;4;21;8;7;7;7;8;7;85;898;20190101
AT1;AT13;AT130;92200;92226;1;2178;20;5;72;18;10;28;27;4;12;213;1769;20190101
AT1;AT13;AT130;92200;92227;1;3589;41;29;100;49;25;19;24;6;14;334;2948;20190101
AT1;AT13;AT130;92200;92228;1;1958;39;30;49;29;14;23;12;9;4;253;1496;20190101
AT1;AT13;AT130;92200;92229;1;1843;48;32;28;19;23;31;18;4;16;223;1401;20190101
AT1;AT13;AT130;92200;92230;1;12;1;0;0;0;3;0;0;0;0;1;7;20190101
AT1;AT13;AT130;92200;92231;1;927;21;37;27;24;10;19;8;9;10;179;583;20190101
AT1;AT13;AT130;92200;92232;1;2130;52;29;66;96;77;25;21;18;48;503;1195;20190101
AT1;AT13;AT130;92300;92301;1;1555;75;41;31;38;36;36;34;44;4;226;990;20190101
AT1;AT13;AT130;92300;92302;1;2683;161;55;46;49;97;92;109;29;7;451;1587;20190101
AT1;AT13;AT130;92300;92303;1;1807;61;22;31;20;19;11;23;5;2;182;1431;20190101
AT1;AT13;AT130;92300;92304;1;4794;182;253;73;123;198;68;54;16;30;684;3113;20190101
AT1;AT13;AT130;92300;92305;1;4481;144;207;58;127;89;62;55;30;42;626;3041;20190101
AT1;AT13;AT130;92300;92306;1;454;14;7;11;9;11;19;3;0;1;48;331;20190101
AT1;AT13;AT130;92300;92307;1;5467;220;205;125;117;124;103;87;87;23;758;3618;20190101
AT1;AT13;AT130;92300;92308;1;2301;73;74;61;58;37;48;22;24;9;285;1610;20190101
AT1;AT13;AT130;92300;92309;1;3428;80;85;79;61;62;62;86;13;18;422;2460;20190101
AT1;AT13;AT130;92300;92310;1;2545;94;81;47;30;36;52;16;29;16;302;1842;20190101
AT1;AT13;AT130;92300;92311;1;3948;141;104;108;78;71;74;66;33;20;534;2719;20190101
AT1;AT13;AT130;92300;92312;1;2791;112;85;77;67;32;38;43;31;24;313;1969;20190101
AT1;AT13;AT130;92300;92313;1;1942;23;9;62;13;14;9;5;3;7;157;1640;20190101
AT1;AT13;AT130;92300;92314;1;2366;27;24;88;34;16;33;25;15;7;235;1862;20190101
AT1;AT13;AT130;92300;92315;1;1094;10;6;44;19;2;7;10;6;3;88;899;20190101
AT1;AT13;AT130;92300;92316;1;1668;29;22;64;42;13;30;21;30;9;201;1207;20190101
AT1;AT13;AT130;92300;92317;1;161;7;9;2;13;1;0;2;0;0;33;94;20190101
AT1;AT13;AT130;92300;92318;1;2716;86;111;37;75;42;35;29;29;11;241;2020;20190101
AT1;AT13;AT130;92300;92319;1;4346;78;99;83;91;50;39;38;9;9;391;3459;20190101
AT1;AT13;AT130;90100;90101;2;1954;33;10;112;38;11;33;33;8;75;394;1207;20200101
AT1;AT13;AT130;90100;90102;2;793;21;1;36;19;4;20;14;1;30;180;467;20200101
AT1;AT13;AT130;90100;90103;2;1047;29;8;55;17;7;10;13;4;65;244;595;20200101
AT1;AT13;AT130;90100;90104;2;752;15;3;48;14;4;10;13;0;32;155;458;20200101
AT1;AT13;AT130;90100;90105;2;1075;23;5;58;14;4;18;11;4;32;215;691;20200101
AT1;AT13;AT130;90100;90106;2;1350;22;14;56;18;12;16;12;8;37;258;897;20200101
AT1;AT13;AT130;90100;90107;2;1297;28;10;66;17;10;32;28;4;34;338;730;20200101
AT1;AT13;AT130;90200;90201;2;8579;414;419;231;265;215;223;132;32;190;1604;4854;20200101
AT1;AT13;AT130;90200;90202;2;5674;472;167;270;131;130;163;106;118;96;1142;2879;20200101
AT1;AT13;AT130;90200;90203;2;6837;284;133;388;131;102;168;108;65;82;1308;4068;20200101
AT1;AT13;AT130;90200;90204;2;7517;336;167;371;181;116;176;139;78;124;1518;4311;20200101
AT1;AT13;AT130;90200;90205;2;4695;202;89;244;118;55;103;88;119;103;1108;2466;20200101
AT1;AT13;AT130;90200;90206;2;4273;171;118;238;97;54;92;66;48;150;931;2308;20200101
AT1;AT13;AT130;90200;90207;2;6213;617;194;288;203;134;238;126;108;113;1372;2820;20200101
AT1;AT13;AT130;90200;90208;2;1397;57;25;28;26;14;26;31;10;26;230;924;20200101
AT1;AT13;AT130;90200;90209;2;8412;561;599;211;285;182;177;103;87;124;1367;4716;20200101
AT1;AT13;AT130;90300;90301;2;5754;189;72;357;149;75;122;89;33;83;945;3640;20200101
AT1;AT13;AT130;90300;90302;2;4618;119;49;273;64;71;50;67;24;75;811;3015;20200101
AT1;AT13;AT130;90300;90303;2;3357;104;41;199;69;30;61;64;13;99;784;1893;20200101
AT1;AT13;AT130;90300;90304;2;5516;351;85;264;231;150;198;134;70;94;1293;2646;20200101
AT1;AT13;AT130;90300;90305;2;4451;200;81;207;117;91;134;96;85;66;839;2535;20200101
AT1;AT13;AT130;90300;90306;2;7897;396;252;256;221;155;227;108;116;97;1487;4582;20200101
AT1;AT13;AT130;90300;90307;2;2964;189;134;69;79;65;80;48;10;47;601;1642;20200101
AT1;AT13;AT130;90300;90308;2;1062;31;10;76;17;13;18;28;1;8;141;719;20200101
AT1;AT13;AT130;90300;90309;2;4771;140;64;308;99;54;71;53;28;72;856;3026;20200101
AT1;AT13;AT130;90300;90310;2;4419;304;238;146;146;105;107;70;39;74;1028;2162;20200101
AT1;AT13;AT130;90300;90311;2;2437;124;111;52;77;75;61;40;15;41;512;1329;20200101
AT1;AT13;AT130;90400;90401;2;1213;34;19;77;24;21;24;13;4;36;316;645;20200101
AT1;AT13;AT130;90400;90402;2;5728;197;121;374;120;63;135;98;51;191;1363;3015;20200101
AT1;AT13;AT130;90400;90403;2;6561;216;86;416;126;80;119;96;63;106;1318;3935;20200101
AT1;AT13;AT130;90400;90404;2;3636;133;77;197;83;64;86;57;60;56;734;2089;20200101
AT1;AT13;AT130;90500;90501;2;6006;226;95;339;143;102;119;126;57;62;1058;3679;20200101
AT1;AT13;AT130;90500;90502;2;9999;759;478;360;310;260;283;181;240;136;2296;4696;20200101
AT1;AT13;AT130;90500;90503;2;8621;657;400;384;290;231;227;204;159;104;1860;4105;20200101
AT1;AT13;AT130;90500;90504;2;3301;168;77;191;93;71;106;60;59;33;659;1784;20200101
AT1;AT13;AT130;90600;90601;2;3866;90;61;294;78;53;58;80;11;65;698;2378;20200101
AT1;AT13;AT130;90600;90602;2;4943;202;128;301;142;85;124;83;30;67;1063;2718;20200101
AT1;AT13;AT130;90600;90603;2;7375;264;132;459;162;110;125;116;63;89;1422;4433;20200101
AT1;AT13;AT130;90700;90701;2;2793;100;41;264;33;28;38;32;21;24;511;1701;20200101
AT1;AT13;AT130;90700;90702;2;1597;35;17;142;21;8;19;20;1;24;310;1000;20200101
AT1;AT13;AT130;90700;90703;2;2563;89;32;179;36;45;52;46;5;34;463;1582;20200101
AT1;AT13;AT130;90700;90704;2;5345;163;74;375;84;108;84;72;35;50;1012;3288;20200101
AT1;AT13;AT130;90700;90705;2;4210;199;74;307;83;72;95;59;39;45;753;2484;20200101
AT1;AT13;AT130;90800;90801;2;2567;73;33;170;40;50;30;42;12;35;499;1583;20200101
AT1;AT13;AT130;90800;90802;2;5961;133;70;437;114;48;80;84;22;95;1088;3790;20200101
AT1;AT13;AT130;90800;90803;2;4019;147;50;258;67;38;65;77;29;73;765;2450;20200101
AT1;AT13;AT130;90900;90901;2;4772;225;74;308;103;82;138;107;50;54;919;2712;20200101
AT1;AT13;AT130;90900;90902;2;5670;197;54;394;104;53;75;95;34;104;1104;3456;20200101
AT1;AT13;AT130;90900;90903;2;2322;89;34;150;69;38;50;39;9;27;468;1349;20200101
AT1;AT13;AT130;90900;90904;2;4996;181;80;432;111;107;92;100;54;77;1019;2743;20200101
AT1;AT13;AT130;90900;90905;2;2906;47;25;222;38;22;35;51;10;73;645;1738;20200101
AT1;AT13;AT130;90900;90906;2;1193;33;6;86;17;17;14;16;9;20;273;702;20200101
AT1;AT13;AT130;91000;91001;2;4557;252;301;157;132;193;97;112;27;61;986;2239;20200101
AT1;AT13;AT130;91000;91002;2;9763;1018;953;138;326;344;386;215;274;143;2118;3848;20200101
AT1;AT13;AT130;91000;91003;2;3909;394;301;47;131;153;141;67;41;49;741;1844;20200101
AT1;AT13;AT130;91000;91004;2;4569;508;316;106;105;154;257;154;174;75;1282;1438;20200101
AT1;AT13;AT130;91000;91005;2;9169;1000;853;131;328;404;352;160;186;81;1801;3873;20200101
AT1;AT13;AT130;91000;91006;2;6598;667;596;108;217;348;347;168;194;80;1583;2290;20200101
AT1;AT13;AT130;91000;91007;2;6798;616;417;118;203;264;232;157;140;87;1299;3265;20200101
AT1;AT13;AT130;91000;91008;2;4973;463;390;76;156;257;226;86;103;49;1044;2123;20200101
AT1;AT13;AT130;91000;91009;2;2692;224;198;31;56;109;65;31;48;35;449;1446;20200101
AT1;AT13;AT130;91000;91010;2;9294;802;876;117;219;421;218;111;98;116;1562;4754;20200101
AT1;AT13;AT130;91000;91011;2;4746;292;503;42;71;85;62;37;48;73;714;2819;20200101
AT1;AT13;AT130;91000;91012;2;1341;49;37;37;45;46;33;21;4;9;259;801;20200101
